qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,E Horn 1,E Horn 2,C Horn 3,C Horn 4,E Trumpet 1,E Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
943.0,946.0,P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P7(Violoncello)&P7(Contrabass),P3(Flute 1)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(E Trumpet 1)&P3(E Trumpet 2)&P5(Violoncello)&P5(Contrabass),Main Part,P8(Bassoon 2),P8(Flute 1)&P3(Flute 2)&P3(A Clarinet 2)&U(E Trumpet 1)&P8(E Trumpet 2)&P7(Violoncello)&P7(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(A Clarinet 1)&P3(E Trumpet 1)&P3(E Trumpet 2)&P5(Violoncello)&P5(Contrabass),P8(Main),P8(Oboe 2),,P8(E Horn 2),P8(E Horn 1),,,P8(Flute 1)&P3(Flute 2)&U(A Clarinet 1)&P3(A Clarinet 2)&P8(E Trumpet 2)&P7(Violoncello)&P7(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(E Trumpet 1)&P7(Violoncello)&P7(Contrabass),,,,,,,,P7(Flute 1)&P5(Flute 2)&P7(A Clarinet 1)&P5(A Clarinet 2)&P7(E Trumpet 1)&P7(E Trumpet 2)&P8(Contrabass),P7(Flute 1)&P5(Flute 2)&P7(A Clarinet 1)&P5(A Clarinet 2)&P7(E Trumpet 1)&P7(E Trumpet 2)&P8(Violoncello)
946.0,949.0,P8(A Clarinet 1),Main Part,P3(Oboe 2)&P3(Bassoon 1)&P8(Bassoon 2)&P5(E Horn 1)&P5(E Horn 2),P3(Oboe 1)&P8(Bassoon 1)&P3(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2),P8(Flute 1),P8(Main),P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 2)&P3(E Horn 1)&P3(E Horn 2),P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P5(E Horn 1)&P5(E Horn 2),,P5(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P5(Bassoon 2)&P8(E Horn 2),P5(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1)&P5(Bassoon 2)&P8(E Horn 1),,,P8(E Trumpet 2)&P8(Timpani),P8(E Trumpet 1)&P8(Timpani),,,,P8(E Trumpet 1)&P8(E Trumpet 2),P8(Viola),,P8(Violin 1),P8(Contrabass),P8(Violoncello)
949.0,952.0,P3(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&U(A Clarinet 1)&P3(A Clarinet 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani)&P3(Violoncello)&P3(Contrabass),Main Part,P3(Main)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&U(Flute 2)&P3(A Clarinet 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P8(Violoncello)&P8(Contrabass),P3(Main)&P8(Oboe 2)&P3(Bassoon 2),P8(Main)&P3(Oboe 2)&P3(Bassoon 1),,P8(E Horn 2),P8(E Horn 1),,,P3(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(E Trumpet 2)&P8(Timpani)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(E Trumpet 1)&P8(Timpani)&P3(Violoncello)&P3(Contrabass),,,,P3(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P3(Violoncello)&P3(Contrabass),,P3(Viola),P3(Violin 2),P8(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Timpani)&P8(Violoncello)
952.0,955.0,P3(Main)&P3(A Clarinet 1)&P8(A Clarinet 2),Main Part,P2(Oboe 2)&P8(Bassoon 1)&P2(Bassoon 2)&P4(E Horn 1)&P4(E Horn 2),P2(Oboe 1)&P2(Bassoon 1)&P8(Bassoon 2)&P5(E Horn 1)&P5(E Horn 2),P3(Flute 1)&U(Main)&P3(A Clarinet 2),P8(Flute 1)&P3(Main)&P3(A Clarinet 1),P8(Oboe 1)&P2(Oboe 2)&P2(Bassoon 2)&P4(E Horn 1)&P4(E Horn 2),P2(Oboe 1)&P8(Oboe 2)&P2(Bassoon 1)&P5(E Horn 1)&P5(E Horn 2),,P4(Oboe 1)&P5(Oboe 2)&P4(Bassoon 1)&P5(Bassoon 2)&P8(E Horn 2),P4(Oboe 1)&P5(Oboe 2)&P4(Bassoon 1)&P5(Bassoon 2)&P8(E Horn 1),,,P8(E Trumpet 2)&P8(Timpani),P8(E Trumpet 1)&P8(Timpani),,,,P8(E Trumpet 1)&P8(E Trumpet 2),U(Violin 2),U(Violin 1),,P8(Contrabass),P8(Violoncello)
955.0,958.0,P5(Flute 2)&P8(A Clarinet 1)&P5(A Clarinet 2)&P5(E Trumpet 1)&P5(E Trumpet 2)&P5(Timpani)&P3(Violoncello)&P3(Contrabass),P5(Flute 1)&P5(A Clarinet 1)&P8(A Clarinet 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani)&P7(Violoncello)&P7(Contrabass),Main Part,P8(Bassoon 2),P8(Flute 1)&P5(Flute 2)&P5(A Clarinet 2)&P5(E Trumpet 1)&P5(E Trumpet 2)&P5(Timpani)&P3(Violoncello)&P3(Contrabass),P5(Flute 1)&P8(Flute 2)&P5(A Clarinet 1)&U(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani)&P7(Violoncello)&P7(Contrabass),P8(Main),P8(Oboe 2),,P8(E Horn 2),P8(E Horn 1),,,P5(Flute 1)&P8(Flute 2)&P5(A Clarinet 1)&U(A Clarinet 2)&P8(E Trumpet 2)&P8(Timpani)&P7(Violoncello)&P7(Contrabass),P5(Flute 1)&P8(Flute 2)&P5(A Clarinet 1)&P8(A Clarinet 2)&P8(E Trumpet 1)&P8(Timpani)&P7(Violoncello)&P7(Contrabass),,,,P5(Flute 1)&P8(Flute 2)&P5(A Clarinet 1)&P8(A Clarinet 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P7(Violoncello)&P7(Contrabass),,,,P3(Flute 1)&P7(Flute 2)&P3(A Clarinet 1)&P7(A Clarinet 2)&P7(E Trumpet 1)&P7(E Trumpet 2)&P7(Timpani)&P8(Contrabass),P3(Flute 1)&P7(Flute 2)&P3(A Clarinet 1)&P7(A Clarinet 2)&P7(E Trumpet 1)&P7(E Trumpet 2)&P7(Timpani)&P8(Violoncello)
958.0,961.0,P8(A Clarinet 1),Main Part,U(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2),U(Oboe 1)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1),P8(Main),P3(Oboe 1)&P3(Oboe 2)&U(Bassoon 2),P3(Oboe 1)&P3(Oboe 2)&U(Bassoon 1),,,,,,P8(E Trumpet 2),P8(E Trumpet 1),,,,,,,,P8(Contrabass),P8(Violoncello)
961.0,968.0,Main Part,P8(Oboe 2)&P8(A Clarinet 1),P8(Main)&P8(A Clarinet 2),P8(Flute 2)&U(A Clarinet 1),P8(Flute 2)&U(Oboe 2),P8(Main)&P8(Oboe 1),,P3(Violin 2),P3(E Horn 1)&P3(E Horn 2)&P5(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Trombone 1)&P8(Trombone 2)&P8(Trombone 3)&P3(Timpani)&P7(Violin 1)&P8(Violoncello)&U(Contrabass),P3(Contrabassoon)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2)&U(Trombone 1)&P3(Trombone 2)&P3(Trombone 3)&P8(Timpani)&P5(Violin 1)&P3(Violoncello)&P3(Contrabass),P3(Contrabassoon)&P8(E Horn 1)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 1)&P3(Trombone 2)&P3(Trombone 3)&U(Timpani)&P5(Violin 1)&P3(Violoncello)&P3(Contrabass),P5(Contrabassoon)&P3(E Horn 1)&P3(E Horn 2)&P5(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Trombone 1)&P5(Trombone 2)&P5(Trombone 3)&P3(Timpani)&P3(Violin 1)&P5(Violoncello)&P5(Contrabass),P8(Contrabassoon)&P3(E Horn 1)&P3(E Horn 2)&P5(C Horn 3)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Trombone 1)&U(Trombone 2)&U(Trombone 3)&P3(Timpani)&P7(Violin 1)&U(Violoncello)&P8(Contrabass),P3(Contrabassoon)&P8(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 2)&P8(Trombone 1)&P3(Trombone 2)&P3(Trombone 3)&P8(Timpani)&P5(Violin 1)&P3(Violoncello)&P3(Contrabass),P3(Contrabassoon)&U(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&U(Trombone 1)&P3(Trombone 2)&P3(Trombone 3)&P8(Timpani)&P5(Violin 1)&P3(Violoncello)&P3(Contrabass),P3(Contrabassoon)&U(E Horn 1)&P8(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2)&P3(Trombone 2)&P3(Trombone 3)&P8(Timpani)&P5(Violin 1)&P3(Violoncello)&P3(Contrabass),P8(Contrabassoon)&P3(E Horn 1)&P3(E Horn 2)&P5(C Horn 3)&U(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Trombone 1)&U(Trombone 3)&P3(Timpani)&P7(Violin 1)&U(Violoncello)&P8(Contrabass),P8(Contrabassoon)&P3(E Horn 1)&P3(E Horn 2)&P5(C Horn 3)&U(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Trombone 1)&U(Trombone 2)&P3(Timpani)&P7(Violin 1)&U(Violoncello)&P8(Contrabass),P3(Contrabassoon)&P8(E Horn 1)&U(E Horn 2)&P3(C Horn 3)&P3(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 1)&P3(Trombone 2)&P3(Trombone 3)&P5(Violin 1)&P3(Violoncello)&P3(Contrabass),P7(Contrabassoon)&P5(E Horn 1)&P5(E Horn 2)&P3(C Horn 3)&P7(C Horn 4)&P5(E Trumpet 1)&P5(E Trumpet 2)&P5(Trombone 1)&P7(Trombone 2)&P7(Trombone 3)&P5(Timpani)&P7(Violoncello)&P7(Contrabass),P3(Bassoon 2),,P8(Contrabassoon)&P3(E Horn 1)&P3(E Horn 2)&P5(C Horn 3)&U(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Trombone 1)&U(Trombone 2)&U(Trombone 3)&P3(Timpani)&P7(Violin 1)&P8(Contrabass),U(Contrabassoon)&P3(E Horn 1)&P3(E Horn 2)&P5(C Horn 3)&P8(C Horn 4)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Trombone 1)&P8(Trombone 2)&P8(Trombone 3)&P3(Timpani)&P7(Violin 1)&P8(Violoncello)
968.0,973.0,P8(Oboe 1)&P8(A Clarinet 2),P8(Oboe 2)&P8(A Clarinet 1),P8(Flute 1)&P8(A Clarinet 2),P8(Flute 2)&U(A Clarinet 1),P8(Flute 2)&U(Oboe 2),P8(Flute 1)&P8(Oboe 1),U(Bassoon 2),U(Bassoon 1),P8(C Horn 4)&P8(Trombone 3)&P8(Violoncello)&U(Contrabass),P8(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P8(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2)&U(Timpani),,P8(Contrabassoon)&U(Trombone 3)&U(Violoncello)&P8(Contrabass),P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2)&P8(Timpani),P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(Timpani),,,P8(Contrabassoon)&U(C Horn 4)&U(Violoncello)&P8(Contrabass),P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2),Main Part,,,P8(Contrabassoon)&U(C Horn 4)&U(Trombone 3)&P8(Contrabass),U(Contrabassoon)&P8(C Horn 4)&P8(Trombone 3)&P8(Violoncello)
973.0,980.0,Main Part,P8(Oboe 2)&P8(A Clarinet 1),P8(Main)&P8(A Clarinet 2),P8(Flute 2)&U(A Clarinet 1),P8(Flute 2)&U(Oboe 2),P8(Main)&P8(Oboe 1),,,P2(E Horn 1)&P2(E Horn 2)&P2(E Trumpet 1)&P2(E Trumpet 2)&P2(Trombone 1)&P4(Trombone 2)&P8(Trombone 3)&P2(Timpani)&P4(Violin 1)&P8(Violoncello)&U(Contrabass),P2(Contrabassoon)&P8(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2)&U(Trombone 1)&P3(Trombone 2)&P2(Trombone 3)&P8(Timpani)&P5(Violin 1)&P2(Violoncello)&P2(Contrabass),P2(Contrabassoon)&P8(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 1)&P3(Trombone 2)&P2(Trombone 3)&U(Timpani)&P5(Violin 1)&P2(Violoncello)&P2(Contrabass),U(C Horn 4),U(C Horn 3),P2(Contrabassoon)&P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2)&P8(Trombone 1)&P3(Trombone 2)&P2(Trombone 3)&P8(Timpani)&P5(Violin 1)&P2(Violoncello)&P2(Contrabass),P2(Contrabassoon)&U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&U(Trombone 1)&P3(Trombone 2)&P2(Trombone 3)&P8(Timpani)&P5(Violin 1)&P2(Violoncello)&P2(Contrabass),P2(Contrabassoon)&U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2)&P3(Trombone 2)&P2(Trombone 3)&P8(Timpani)&P5(Violin 1)&P2(Violoncello)&P2(Contrabass),P4(Contrabassoon)&P3(E Horn 1)&P3(E Horn 2)&P3(E Trumpet 1)&P3(E Trumpet 2)&P3(Trombone 1)&P4(Trombone 3)&P3(Timpani)&P7(Violin 1)&P4(Violoncello)&P4(Contrabass),P8(Contrabassoon)&P2(E Horn 1)&P2(E Horn 2)&P2(E Trumpet 1)&P2(E Trumpet 2)&P2(Trombone 1)&P4(Trombone 2)&P2(Timpani)&P4(Violin 1)&U(Violoncello)&P8(Contrabass),P2(Contrabassoon)&P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 1)&P3(Trombone 2)&P2(Trombone 3)&P5(Violin 1)&P2(Violoncello)&P2(Contrabass),P4(Contrabassoon)&P5(E Horn 1)&P5(E Horn 2)&P5(E Trumpet 1)&P5(E Trumpet 2)&P5(Trombone 1)&P7(Trombone 2)&P4(Trombone 3)&P5(Timpani)&P4(Violoncello)&P4(Contrabass),P3(Viola),P3(Violin 2),P8(Contrabassoon)&P2(E Horn 1)&P2(E Horn 2)&P2(E Trumpet 1)&P2(E Trumpet 2)&P2(Trombone 1)&P4(Trombone 2)&U(Trombone 3)&P2(Timpani)&P4(Violin 1)&P8(Contrabass),U(Contrabassoon)&P2(E Horn 1)&P2(E Horn 2)&P2(E Trumpet 1)&P2(E Trumpet 2)&P2(Trombone 1)&P4(Trombone 2)&P8(Trombone 3)&P2(Timpani)&P4(Violin 1)&P8(Violoncello)
980.0,985.0,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1),P3(A Clarinet 2),P3(A Clarinet 1),,,P8(Trombone 3)&P8(Violoncello)&U(Contrabass),P8(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Timpani),P8(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2)&U(Timpani),,,P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2)&P8(Timpani),U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(Timpani),,,P8(Contrabassoon)&P8(Violoncello)&P8(Contrabass),P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2),Main Part,,,P8(Contrabassoon)&P8(Trombone 3)&P8(Contrabass),U(Contrabassoon)&P8(Trombone 3)&P8(Violoncello)
985.0,998.0,Main Part,,,,,,P8(Bassoon 2)&P8(Contrabassoon)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Contrabassoon)&P8(Violoncello)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)&U(Contrabass),P8(E Trumpet 1),P8(E Trumpet 2),,,P8(E Horn 1),P8(E Horn 2),,,,,,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&U(Contrabassoon)&P8(Violoncello)
998.0,1001.0,Main Part,P8(Oboe 2)&P8(C Horn 3),,P8(Flute 2)&P8(C Horn 3),P8(Main)&P3(A Clarinet 2)&P8(Trombone 1)&P3(Trombone 2)&U(Violin 2),P3(Main)&P3(A Clarinet 1)&P3(Trombone 1)&P8(Trombone 2)&P3(Violin 2),P8(Bassoon 2)&P8(Contrabassoon)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Contrabassoon)&P8(Violoncello)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)&U(Contrabass),P8(E Horn 2)&P8(C Horn 4)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Trombone 3)&P8(Timpani),P8(E Horn 1)&P8(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 3)&U(Timpani),P8(Flute 2)&P8(Oboe 2),P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 3)&P8(Timpani),P8(E Horn 1)&P8(E Horn 2)&P8(C Horn 4)&P8(E Trumpet 2)&P8(Trombone 3)&P8(Timpani),U(E Horn 1)&P8(E Horn 2)&P8(C Horn 4)&P8(E Trumpet 1)&P8(Trombone 3)&P8(Timpani),P8(Main)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Trombone 2)&P8(Violin 2),P3(Main)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Trombone 1)&P3(Violin 2),P8(E Horn 1)&P8(E Horn 2)&P8(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P8(E Horn 1)&U(E Horn 2)&P8(C Horn 4)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 3),P8(Viola),P8(Main)&U(A Clarinet 1)&P3(A Clarinet 2)&P8(Trombone 1)&P3(Trombone 2),P8(Violin 1),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&U(Contrabassoon)&P8(Violoncello)
1001.0,1004.0,Main Part,P8(Oboe 2)&P8(C Horn 3),,P8(Flute 2)&P8(C Horn 3),,,P8(Bassoon 2)&P8(Contrabassoon)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Contrabassoon)&P8(Violoncello)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)&U(Contrabass),P8(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Trombone 3)&P8(Timpani),P8(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 3)&U(Timpani),P8(Flute 2)&P8(Oboe 2),,P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2)&P8(Trombone 3)&P8(Timpani),U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(Trombone 3)&P8(Timpani),P8(Main)&P8(Violin 2),,P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 3),P8(Viola),P8(Main)&P8(Trombone 1),P8(Violin 1),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&U(Contrabassoon)&P8(Violoncello)
1004.0,1007.0,Main Part,P8(Oboe 2)&P8(Trombone 2),P8(Main)&P8(A Clarinet 2)&P8(Trombone 1)&U(Violin 2),P8(Flute 2)&P8(Trombone 2),P8(C Horn 3),P8(Main)&P8(Oboe 1)&U(Trombone 1)&P8(Violin 2),P8(Bassoon 2)&P8(Contrabassoon)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Contrabassoon)&P8(Violoncello)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)&U(Contrabass),P8(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Trombone 3)&P8(Timpani),P8(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 3)&U(Timpani),P8(A Clarinet 1),,P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2)&P8(Trombone 3)&P8(Timpani),U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(Trombone 3)&P8(Timpani),P8(Main)&P8(Oboe 1)&U(A Clarinet 2)&P8(Violin 2),P8(Flute 2)&P8(Oboe 2),P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 3),P8(Viola),P8(Main)&U(Oboe 1)&P8(A Clarinet 2)&P8(Trombone 1),P8(Violin 1),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&U(Contrabassoon)&P8(Violoncello)
1007.0,1009.0,Main Part,P8(Oboe 2)&P8(Trombone 2),P8(Main)&P8(A Clarinet 2)&P8(Trombone 1)&U(Violin 2),P8(Flute 2)&P8(Trombone 2),P8(C Horn 3),P8(Main)&P8(Oboe 1)&U(Trombone 1)&P8(Violin 2),P8(Bassoon 2)&P8(Contrabassoon)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Contrabassoon)&P8(Violoncello)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)&U(Contrabass),P8(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Trombone 3)&P8(Timpani),P8(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 3)&U(Timpani),P8(A Clarinet 1),,P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2)&P8(Trombone 3)&P8(Timpani),U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(Trombone 3)&P8(Timpani),P8(Main)&P8(Oboe 1)&U(A Clarinet 2)&P8(Violin 2),P8(Flute 2)&P8(Oboe 2),P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 3),P8(Viola),P8(Main)&U(Oboe 1)&P8(A Clarinet 2)&P8(Trombone 1),P8(Violin 1),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&U(Contrabassoon)&P8(Violoncello)
1009.0,1026.0,P8(Oboe 1),,P8(Flute 1),,,,Main Part,P8(Main)&P8(Contrabassoon)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Bassoon 2)&P8(Violoncello)&U(Contrabass),P8(E Horn 2)&P8(E Trumpet 1)&U(E Trumpet 2)&P8(Trombone 3)&P8(Timpani),P8(E Horn 1)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 3)&U(Timpani),,,P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 2)&P8(Trombone 3)&P8(Timpani),U(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(Trombone 3)&P8(Timpani),,,P8(E Horn 1)&P8(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Timpani),P8(E Horn 1)&U(E Horn 2)&P8(E Trumpet 1)&P8(E Trumpet 2)&P8(Trombone 3),,,,U(Main)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Contrabass),P8(Main)&P8(Bassoon 2)&U(Contrabassoon)&P8(Violoncello)
