qstamp_start,qstamp_end,Tromba 1,Tromba 2,Tromba 3,Timpani,Traverso 1,Traverso 2,Oboe 1,Oboe 2,Bassoon,Violin 1,Violin 2,Viola,Soprano 1,Soprano 2,Alto,Tenor,Bass,Continuo
132.5,134.0,P3(Tromba 2),P3(Tromba 1),,,U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2),U(Continuo),U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,P5(Soprano 2),P5(Soprano 1),,Main Part,,U(Bassoon)
134.0,135.5,P3(Tromba 2)&P2(Tromba 3)&P2(Timpani),P3(Tromba 1)&P4(Tromba 3)&P4(Timpani),P2(Tromba 1)&P4(Tromba 2)&P8(Timpani),P2(Tromba 1)&P4(Tromba 2)&P8(Tromba 3),U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2),U(Continuo),U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,P3(Soprano 2),P3(Soprano 1),P3(Tenor),P3(Alto),Main Part,U(Bassoon)
135.5,136.75,,,,,U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2)&P3(Alto)&P8(Tenor),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2)&P3(Alto)&P8(Tenor),U(Continuo),U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2)&P3(Alto)&P8(Tenor),P8(Soprano 2),Main Part,P8(Viola),P3(Traverso 2)&P3(Oboe 2)&P3(Violin 2)&P3(Tenor),P8(Traverso 2)&P8(Oboe 2)&P8(Violin 2)&P3(Alto),,U(Bassoon)
136.75,138.25,P3(Tromba 2),P3(Tromba 1),,,U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2)&P3(Main)&P8(Tenor),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2)&P3(Main)&P8(Tenor),U(Bass)&U(Continuo),U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2)&P3(Main)&P8(Tenor),,,,Main Part,P8(Traverso 2)&P8(Oboe 2)&P8(Violin 2)&P3(Main),U(Bassoon)&U(Continuo),U(Bassoon)&U(Bass)
138.25,140.0,,,P5(Timpani),P5(Tromba 3),U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2),U(Continuo),U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,,Main Part,,,,U(Bassoon)
140.0,141.25,,,,,U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2)&P4(Viola),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2)&P4(Viola),U(Bass)&U(Continuo),U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2)&P4(Viola),P4(Traverso 2)&P4(Oboe 2)&P4(Violin 2),Main Part,,,,U(Bassoon)&U(Continuo),U(Bassoon)&U(Bass)
141.25,144.25,P3(Tromba 2),P3(Tromba 1),,,Main Part,U(Oboe 2)&U(Violin 2),U(Main)&U(Violin 1),U(Traverso 2)&U(Violin 2),U(Continuo),U(Main)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,,,,,,U(Bassoon)
144.25,149.0,,,,,U(Oboe 1)&U(Violin 1),U(Oboe 2),U(Traverso 1)&U(Violin 1),U(Traverso 2),U(Continuo),U(Traverso 1)&U(Oboe 1),,,Main Part,,,,,U(Bassoon)
149.0,151.5,,Main Part,U(Violin 2)&P8(Tenor),P8(Bassoon),U(Traverso 2)&U(Oboe 1)&U(Oboe 2)&U(Violin 1),U(Traverso 1)&U(Oboe 1)&U(Oboe 2)&U(Violin 1),U(Traverso 1)&U(Traverso 2)&U(Oboe 2)&U(Violin 1),U(Traverso 1)&U(Traverso 2)&U(Oboe 1)&U(Violin 1),P8(Timpani),U(Traverso 1)&U(Traverso 2)&U(Oboe 1)&U(Oboe 2),U(Tromba 3)&P8(Tenor),,,,,P8(Tromba 3)&P8(Violin 2),P8(Continuo),P8(Bass)
151.5,155.5,,,,,,,,,,P5(Violin 2)&U(Viola),P5(Violin 1)&P5(Viola),U(Violin 1)&P5(Violin 2),Main Part,,,,P8(Continuo),P8(Bass)
155.5,159.5,,,,,U(Traverso 2)&U(Oboe 1)&U(Oboe 2),U(Traverso 1)&U(Oboe 1)&U(Oboe 2),U(Traverso 1)&U(Traverso 2)&U(Oboe 2),U(Traverso 1)&U(Traverso 2)&U(Oboe 1),,Main Part,,,P3(Alto),,P3(Soprano 1),,,
159.5,163.5,,,,,Main Part,U(Oboe 2),U(Main),U(Traverso 2),U(Bass),,,,P3(Soprano 2)&P6(Alto),P3(Soprano 1)&P4(Alto),P6(Soprano 1)&P4(Soprano 2),,U(Bassoon),
163.5,169.0,,,,,U(Oboe 1),U(Oboe 2),U(Traverso 1),U(Traverso 2),P8(Continuo),,,,Main Part,,,,,P8(Bassoon)
169.0,179.5,,,,,U(Oboe 1)&U(Soprano 1),U(Oboe 2),U(Traverso 1)&U(Soprano 1),U(Traverso 2),U(Continuo),,,,U(Traverso 1)&U(Oboe 1),,,Main Part,,U(Bassoon)
179.5,188.5,,,,,U(Oboe 1),U(Oboe 2),U(Traverso 1),U(Traverso 2),U(Continuo),,,,Main Part,,,,,U(Bassoon)
188.5,189.5,,,,,P5(Traverso 2)&U(Oboe 1)&P5(Oboe 2),P5(Traverso 1)&P5(Oboe 1)&U(Oboe 2),U(Traverso 1)&P5(Traverso 2)&P5(Oboe 2),P5(Traverso 1)&U(Traverso 2)&P5(Oboe 1),P8(Main)&U(Continuo),P4(Violin 2)&P4(Alto),P4(Violin 1)&P8(Alto),P8(Soprano 1)&P2(Soprano 2)&P5(Tenor),P8(Viola)&P2(Soprano 2)&P5(Tenor),P2(Viola)&P2(Soprano 1)&P4(Tenor),P4(Violin 1)&P8(Violin 2),P5(Viola)&P5(Soprano 1)&P4(Soprano 2),Main Part,U(Bassoon)&P8(Main)
189.5,193.0,,,,,U(Oboe 1),U(Oboe 2),U(Traverso 1),U(Traverso 2),P8(Bass)&U(Continuo),,,,,,Main Part,,P8(Bassoon)&P8(Continuo),U(Bassoon)&P8(Bass)
193.0,201.0,,,,,U(Oboe 1)&U(Main),U(Oboe 2),U(Traverso 1)&U(Main),U(Traverso 2),U(Continuo),,,,Main Part,,,,,U(Bassoon)
201.0,203.5,,,,,,U(Oboe 2),,U(Traverso 2),U(Continuo),Main Part,,,,,,,,U(Bassoon)
203.5,207.5,,,,,U(Oboe 1),Main Part,U(Traverso 1),U(Main),U(Continuo),,,,,,,,,U(Bassoon)
207.5,218.0,,,,,Main Part,U(Oboe 2),U(Main),U(Traverso 2),U(Continuo),,,,,,,,,U(Bassoon)
218.0,222.5,,,,,U(Oboe 1),Main Part,U(Traverso 1),U(Main),U(Continuo),,,,,,,,,U(Bassoon)
222.5,229.5,,,,,Main Part,U(Oboe 2),U(Main),U(Traverso 2),,,,,,,,,,
229.5,243.5,,,,,U(Oboe 1)&U(Violin 1),U(Oboe 2),U(Traverso 1)&U(Violin 1),U(Traverso 2),,U(Traverso 1)&U(Oboe 1),,,Main Part,,,,,
243.5,257.5,,,,,U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2),,U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,,,Main Part,,,
257.5,271.5,,,,,U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2),,U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,,,,Main Part,,
271.5,285.5,,,,,U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2),,U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,,,,,Main Part,
285.5,296.5,,,,,U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2),,U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,,Main Part,,,,
296.5,298.5,,,,,,,,,,,,,,,Main Part,,U(Continuo),U(Bass)
298.5,300.5,,,,,P4(Traverso 2)&U(Oboe 1)&P4(Oboe 2)&P6(Bassoon)&U(Violin 1)&P4(Violin 2)&P4(Viola),P4(Traverso 1)&P4(Oboe 1)&U(Oboe 2)&P3(Bassoon)&P4(Violin 1)&U(Violin 2)&U(Viola),U(Traverso 1)&P4(Traverso 2)&P4(Oboe 2)&P6(Bassoon)&U(Violin 1)&P4(Violin 2)&P4(Viola),P4(Traverso 1)&U(Traverso 2)&P4(Oboe 1)&P3(Bassoon)&P4(Violin 1)&U(Violin 2)&U(Viola),P6(Traverso 1)&P3(Traverso 2)&P6(Oboe 1)&P3(Oboe 2)&P6(Violin 1)&P3(Violin 2)&P3(Viola),U(Traverso 1)&P4(Traverso 2)&U(Oboe 1)&P4(Oboe 2)&P6(Bassoon)&P4(Violin 2)&P4(Viola),P4(Traverso 1)&U(Traverso 2)&P4(Oboe 1)&U(Oboe 2)&P3(Bassoon)&P4(Violin 1)&U(Viola),P4(Traverso 1)&U(Traverso 2)&P4(Oboe 1)&U(Oboe 2)&P3(Bassoon)&P4(Violin 1)&U(Violin 2),Main Part,,,,,
300.5,303.5,,,,,Main Part,U(Oboe 2)&U(Violin 2),U(Main)&U(Violin 1),U(Traverso 2)&U(Violin 2),U(Continuo),U(Main)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,P8(Bass),P8(Tenor),,P8(Soprano 2),P8(Soprano 1),U(Bassoon)
303.5,309.0,P3(Tromba 2),P3(Tromba 1),,,U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2),U(Continuo),U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,Main Part,,,,,U(Bassoon)
309.0,311.5,P3(Tromba 2),P3(Tromba 1),,,Main Part,U(Oboe 2)&U(Violin 2),U(Main)&U(Violin 1),U(Traverso 2)&U(Violin 2),P8(Continuo),U(Main)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,U(Soprano 2)&P2(Alto)&P8(Tenor)&P8(Bass),U(Soprano 1)&P2(Alto)&P8(Tenor)&P8(Bass),P2(Soprano 1)&P2(Soprano 2)&P2(Tenor)&P2(Bass),P8(Soprano 1)&P8(Soprano 2)&P2(Alto)&P8(Bass),P8(Soprano 1)&P8(Soprano 2)&P2(Alto)&P8(Tenor),P8(Bassoon)
311.5,315.5,P3(Tromba 2),P3(Tromba 1),,,U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2),U(Continuo),U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,Main Part,,,,,U(Bassoon)
315.5,319.5,P3(Tromba 2),P3(Tromba 1),P8(Timpani),P8(Tromba 3),Main Part,U(Oboe 2)&U(Violin 2),U(Main)&U(Violin 1),U(Traverso 2)&U(Violin 2),P8(Continuo),U(Main)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,,,,,,P8(Bassoon)
319.5,328.5,,,,,U(Oboe 1)&U(Violin 1),U(Oboe 2),U(Traverso 1)&U(Violin 1),U(Traverso 2),U(Continuo),U(Traverso 1)&U(Oboe 1),,,Main Part,,,,,U(Bassoon)
328.5,332.5,,,,,U(Oboe 1)&U(Violin 1),U(Oboe 2),U(Traverso 1)&U(Violin 1),U(Traverso 2),U(Bass)&U(Continuo),U(Traverso 1)&U(Oboe 1),,,,Main Part,,,U(Bassoon)&U(Continuo),U(Bassoon)&U(Bass)
332.5,333.5,P3(Tromba 2)&P4(Tromba 3),P3(Tromba 1)&P2(Tromba 3),P4(Tromba 1)&P2(Tromba 2),,U(Oboe 1)&U(Violin 1)&U(Main),U(Oboe 2),U(Traverso 1)&U(Violin 1)&U(Main),U(Traverso 2),P8(Bass)&U(Continuo),U(Traverso 1)&U(Oboe 1)&U(Main),,U(Alto),Main Part,,U(Viola),,P8(Bassoon)&P8(Continuo),U(Bassoon)&P8(Bass)
333.5,347.5,P4(Tromba 2)&P8(Tromba 3)&P8(Timpani),P4(Tromba 1)&P4(Tromba 3)&P4(Timpani),P8(Tromba 1)&P4(Tromba 2)&P8(Timpani),P8(Tromba 1)&P4(Tromba 2)&P8(Tromba 3),U(Oboe 1),U(Oboe 2),U(Traverso 1),U(Traverso 2),,U(Soprano 1),,,U(Violin 1),,Main Part,,,
347.5,361.5,,,,,U(Oboe 1)&U(Violin 1),U(Oboe 2),U(Traverso 1)&U(Violin 1),U(Traverso 2),U(Bass),U(Traverso 1)&U(Oboe 1),U(Alto),U(Main),,,U(Violin 2),Main Part,U(Bassoon),
361.5,370.5,,,,,U(Oboe 1)&U(Violin 1)&U(Soprano 1),U(Oboe 2)&P8(Violin 2)&P8(Alto),U(Traverso 1)&U(Violin 1)&U(Soprano 1),U(Traverso 2)&P8(Violin 2)&P8(Alto),U(Main),U(Traverso 1)&U(Oboe 1)&U(Soprano 1),P8(Traverso 2)&P8(Oboe 2)&U(Alto),U(Tenor),U(Traverso 1)&U(Oboe 1)&U(Violin 1),,P8(Traverso 2)&P8(Oboe 2)&U(Violin 2),U(Viola),Main Part,
370.5,374.5,,,,,U(Oboe 1)&U(Violin 1)&U(Soprano 1),U(Oboe 2)&U(Main),U(Traverso 1)&U(Violin 1)&U(Soprano 1),U(Traverso 2)&U(Main),,U(Traverso 1)&U(Oboe 1)&U(Soprano 1),,,U(Traverso 1)&U(Oboe 1)&U(Violin 1),,Main Part,,,
374.5,375.5,P4(Tromba 2)&P8(Tromba 3)&P8(Timpani)&P8(Soprano 2),P4(Tromba 1)&P4(Tromba 3)&P4(Timpani)&P4(Soprano 2),P8(Tromba 1)&P4(Tromba 2)&P8(Timpani)&U(Soprano 2),P8(Tromba 1)&P4(Tromba 2)&P8(Tromba 3)&P8(Soprano 2),U(Oboe 1)&U(Violin 1)&U(Soprano 1),U(Oboe 2)&U(Violin 2)&U(Alto),U(Traverso 1)&U(Violin 1)&U(Soprano 1),U(Traverso 2)&U(Violin 2)&U(Alto),U(Continuo),U(Traverso 1)&U(Oboe 1)&U(Soprano 1),U(Traverso 2)&U(Oboe 2)&U(Alto),,U(Traverso 1)&U(Oboe 1)&U(Violin 1),P8(Tromba 1)&P4(Tromba 2)&U(Tromba 3)&P8(Timpani),U(Traverso 2)&U(Oboe 2)&U(Violin 2),,Main Part,U(Bassoon)
375.5,384.5,,,,,U(Oboe 1),U(Oboe 2)&U(Alto),U(Traverso 1),U(Traverso 2)&U(Alto),U(Continuo),,,,,Main Part,U(Traverso 2)&U(Oboe 2),,,U(Bassoon)
384.5,386.5,P8(Soprano 2),U(Violin 2)&U(Alto),,,Main Part,U(Oboe 2),U(Main),U(Traverso 2),,U(Soprano 1),U(Tromba 2)&U(Alto),,U(Violin 1),P8(Tromba 1),U(Tromba 2)&U(Violin 2),,,
386.5,390.5,Main Part,,,,U(Oboe 1),U(Oboe 2),U(Traverso 1),U(Traverso 2),,P5(Violin 2)&P3(Viola)&U(Soprano 1)&P8(Soprano 2)&P5(Alto)&P3(Tenor)&P8(Bass),P5(Violin 1)&P3(Viola)&P5(Soprano 1)&P5(Soprano 2)&U(Alto)&P3(Tenor)&P5(Bass),P3(Violin 1)&P3(Violin 2)&P3(Soprano 1)&P3(Soprano 2)&P3(Alto)&U(Tenor)&P3(Bass),U(Violin 1)&P5(Violin 2)&P3(Viola)&P8(Soprano 2)&P5(Alto)&P3(Tenor)&P8(Bass),P8(Violin 1)&P5(Violin 2)&P3(Viola)&P8(Soprano 1)&P5(Alto)&P3(Tenor)&P8(Bass),P5(Violin 1)&U(Violin 2)&P3(Viola)&P5(Soprano 1)&P5(Soprano 2)&P3(Tenor)&P5(Bass),P3(Violin 1)&P3(Violin 2)&U(Viola)&P3(Soprano 1)&P3(Soprano 2)&P3(Alto)&P3(Bass),P8(Violin 1)&P5(Violin 2)&P3(Viola)&P8(Soprano 1)&P8(Soprano 2)&P5(Alto)&P3(Tenor),
390.5,394.5,P4(Tromba 2)&P8(Tromba 3),P4(Tromba 1)&P4(Tromba 3),P8(Tromba 1)&P4(Tromba 2),,Main Part,U(Oboe 2),U(Main),U(Traverso 2),,,,,P5(Alto)&P5(Tenor)&P8(Bass),,P5(Soprano 1)&P8(Tenor)&P5(Bass),P5(Soprano 1)&P8(Alto)&P5(Bass),P8(Soprano 1)&P5(Alto)&P5(Tenor),
394.5,397.5,,,,,U(Oboe 1),U(Oboe 2),U(Traverso 1),U(Traverso 2),P8(Violin 2)&P8(Viola),,P8(Bassoon)&U(Viola),P8(Bassoon)&U(Violin 2),Main Part,,,,,
397.5,401.5,,,,,U(Oboe 1)&U(Violin 1),Main Part,U(Traverso 1)&U(Violin 1),U(Main)&U(Violin 2),U(Continuo),U(Traverso 1)&U(Oboe 1),U(Main)&U(Oboe 2),,,,,,,U(Bassoon)
401.5,405.5,,,,,Main Part,U(Oboe 2)&U(Violin 2),U(Main)&U(Violin 1),U(Traverso 2)&U(Violin 2),U(Continuo),U(Main)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,,,,,,U(Bassoon)
405.5,409.5,Main Part,,P8(Timpani),P8(Tromba 3),U(Oboe 1)&U(Violin 1),U(Oboe 2)&U(Violin 2),U(Traverso 1)&U(Violin 1),U(Traverso 2)&U(Violin 2),U(Continuo),U(Traverso 1)&U(Oboe 1),U(Traverso 2)&U(Oboe 2),,,,,,,U(Bassoon)
409.5,414.5,P3(Tromba 2),P3(Tromba 1),,,U(Oboe 1),U(Oboe 2),U(Traverso 1),U(Traverso 2),U(Continuo),,,,Main Part,,,,,U(Bassoon)
414.5,415.5,Main Part,,,P4(Bassoon)&P4(Soprano 2)&P6(Alto)&P8(Tenor)&P4(Bass)&P4(Continuo),U(Traverso 2)&U(Oboe 1)&U(Oboe 2),U(Traverso 1)&U(Oboe 1)&U(Oboe 2),U(Traverso 1)&U(Traverso 2)&U(Oboe 2),U(Traverso 1)&U(Traverso 2)&U(Oboe 1),P4(Timpani)&P8(Soprano 2)&P3(Alto)&P4(Tenor)&P8(Bass)&U(Continuo),,,,,P4(Timpani)&P8(Bassoon)&P3(Alto)&P4(Tenor)&P8(Bass)&P8(Continuo),P6(Timpani)&P3(Bassoon)&P3(Soprano 2)&P6(Tenor)&P3(Bass)&P3(Continuo),P8(Timpani)&P4(Bassoon)&P4(Soprano 2)&P6(Alto)&P4(Bass)&P4(Continuo),P4(Timpani)&P8(Bassoon)&P8(Soprano 2)&P3(Alto)&P4(Tenor)&P8(Continuo),P4(Timpani)&U(Bassoon)&P8(Soprano 2)&P3(Alto)&P4(Tenor)&P8(Bass)
415.5,420.5,,,,,U(Traverso 2)&U(Oboe 1)&U(Oboe 2),U(Traverso 1)&U(Oboe 1)&U(Oboe 2),U(Traverso 1)&U(Traverso 2)&U(Oboe 2),U(Traverso 1)&U(Traverso 2)&U(Oboe 1),U(Continuo),,,,Main Part,,,,,U(Bassoon)
420.5,421.5,Main Part,P4(Tromba 3),P4(Tromba 2),U(Bassoon)&P8(Soprano 2)&P6(Alto)&P4(Tenor)&P8(Bass)&U(Continuo),U(Traverso 2)&U(Oboe 1)&U(Oboe 2),U(Traverso 1)&U(Oboe 1)&U(Oboe 2),U(Traverso 1)&U(Traverso 2)&U(Oboe 2),U(Traverso 1)&U(Traverso 2)&U(Oboe 1),U(Timpani)&P8(Soprano 2)&P6(Alto)&P4(Tenor)&P8(Bass)&U(Continuo),,,,,P8(Timpani)&P8(Bassoon)&P6(Alto)&P4(Tenor)&P8(Bass)&P8(Continuo),P6(Timpani)&P6(Bassoon)&P6(Soprano 2)&P3(Tenor)&P6(Bass)&P6(Continuo),P4(Timpani)&P4(Bassoon)&P4(Soprano 2)&P3(Alto)&P4(Bass)&P4(Continuo),P8(Timpani)&P8(Bassoon)&P8(Soprano 2)&P6(Alto)&P4(Tenor)&P8(Continuo),U(Timpani)&U(Bassoon)&P8(Soprano 2)&P6(Alto)&P4(Tenor)&P8(Bass)
421.5,426.5,,P4(Tromba 3),P4(Tromba 2),,P8(Traverso 2)&U(Oboe 1)&P8(Oboe 2),P8(Traverso 1)&P8(Oboe 1)&U(Oboe 2),U(Traverso 1)&P8(Traverso 2)&P8(Oboe 2),P8(Traverso 1)&U(Traverso 2)&P8(Oboe 1),U(Continuo),,,,Main Part,,,,,U(Bassoon)
426.5,427.5,Main Part,,P8(Traverso 1)&P8(Oboe 1)&P8(Violin 1),,P8(Tromba 3)&U(Oboe 1)&U(Violin 1),U(Oboe 2),P8(Tromba 3)&U(Traverso 1)&U(Violin 1),U(Traverso 2),U(Bass)&U(Continuo),P8(Tromba 3)&U(Traverso 1)&U(Oboe 1),,,P6(Soprano 2),P6(Soprano 1),,,U(Bassoon)&U(Continuo),U(Bassoon)&U(Bass)
427.5,435.5,P4(Tromba 2)&P6(Tromba 3),P4(Tromba 1)&P3(Tromba 3),P6(Tromba 1)&P3(Tromba 2),,U(Oboe 1)&U(Violin 1)&U(Soprano 1),U(Oboe 2),U(Traverso 1)&U(Violin 1)&U(Soprano 1),U(Traverso 2),U(Bass)&U(Continuo),U(Traverso 1)&U(Oboe 1)&U(Soprano 1),U(Main),,U(Traverso 1)&U(Oboe 1)&U(Violin 1),,Main Part,,U(Bassoon)&U(Continuo),U(Bassoon)&U(Bass)
435.5,438.5,,,,,U(Oboe 1),U(Oboe 2),U(Traverso 1),U(Traverso 2),P8(Bass)&U(Continuo),,,,,Main Part,,,P8(Bassoon)&P8(Continuo),U(Bassoon)&P8(Bass)
438.5,440.5,,,,,U(Oboe 1)&U(Main),U(Oboe 2),U(Traverso 1)&U(Main),U(Traverso 2),U(Bass)&U(Continuo),,,,Main Part,,,,U(Bassoon)&U(Continuo),U(Bassoon)&U(Bass)
440.5,441.5,P4(Tromba 2)&P8(Tromba 3)&P8(Timpani)&P8(Soprano 2),P4(Tromba 1)&P4(Tromba 3)&P4(Timpani)&P4(Soprano 2),P8(Tromba 1)&P4(Tromba 2)&P8(Timpani)&U(Soprano 2),P8(Tromba 1)&P4(Tromba 2)&P8(Tromba 3)&P8(Soprano 2),U(Oboe 1),U(Oboe 2),U(Traverso 1),U(Traverso 2),U(Bass)&U(Continuo),U(Soprano 1),U(Main),U(Tenor),U(Violin 1),P8(Tromba 1)&P4(Tromba 2)&U(Tromba 3)&P8(Timpani),Main Part,U(Viola),U(Bassoon)&U(Continuo),U(Bassoon)&U(Bass)
441.5,449.0,U(Traverso 1)&U(Oboe 1)&P8(Main),,,,U(Tromba 1)&U(Oboe 1)&P8(Main),U(Oboe 2)&U(Violin 1),U(Tromba 1)&U(Traverso 1)&P8(Main),U(Traverso 2)&U(Violin 1),U(Continuo),U(Traverso 2)&U(Oboe 2),U(Alto),,,Main Part,U(Violin 2),,,U(Bassoon)
449.0,452.0,U(Traverso 1)&U(Oboe 1),,,,U(Tromba 1)&U(Oboe 1),U(Oboe 2),U(Tromba 1)&U(Traverso 1),U(Traverso 2),P8(Bass)&U(Continuo),U(Main),U(Alto),U(Tenor),Main Part,,U(Violin 2),U(Viola),P8(Bassoon)&P8(Continuo),U(Bassoon)&P8(Bass)
