qstamp,tstamp,measure,beat,Principal Violin,Flute 1,Flute 2,Violin 1,Violin 2,Viola,Violoncello,Violone,Continuo
205.0,53.4783,52,1.5,E5,G5,E5,r,r,r,r,r,r
205.5,53.6087,52,1.75,C#5,G5,E5,r,r,r,r,r,r
206.0,53.7391,52,2.0,A4,G5,C#5,r,r,r,r,r,r
206.5,53.8696,52,2.25,E5,G5,C#5,r,r,r,r,r,r
207.0,54.0,52,2.5,C#5,G5,A4,r,r,r,r,r,r
207.5,54.1304,52,2.75,A4,G5,A4,r,r,r,r,r,r
208.0,54.2609,53,1.0,D4,F#5,A5,r,r,r,r,r,r
208.5,54.3913,53,1.25,F#4,F#5,A5,r,r,r,r,r,r
209.0,54.5217,53,1.5,G4,F#5,A5,r,r,r,r,r,r
209.5,54.6522,53,1.75,A4,F#5,A5,r,r,r,r,r,r
210.0,54.7826,53,2.0,B4,r,D6,r,r,r,r,r,r
210.5,54.913,53,2.25,C#5,r,D6,r,r,r,r,r,r
211.0,55.0435,53,2.5,D5,r,D6,r,r,r,r,r,r
211.5,55.1739,53,2.75,F#4,r,D6,r,r,r,r,r,r
212.0,55.3043,54,1.0,E4,r,D6,r,r,r,r,r,r
212.5,55.4348,54,1.25,G4,r,D6,r,r,r,r,r,r
213.0,55.5652,54,1.5,A4,r,C#6,r,r,r,r,r,r
213.5,55.6957,54,1.75,B4,r,D6,r,r,r,r,r,r
214.0,55.8261,54,2.0,C#5,r,E6,r,r,r,r,r,r
214.5,55.9565,54,2.25,D5,r,E6,r,r,r,r,r,r
215.0,56.087,54,2.5,E5,r,D6,r,r,r,r,r,r
215.5,56.2174,54,2.75,G4,r,C#6,r,r,r,r,r,r
216.0,56.3478,55,1.0,F#4,A5,D6,r,r,r,r,r,r
216.5,56.4783,55,1.25,A4,A5,D6,r,r,r,r,r,r
217.0,56.6087,55,1.5,B4,A5,A5,r,r,r,r,r,r
217.5,56.7391,55,1.75,C#5,A5,A5,r,r,r,r,r,r
218.0,56.8696,55,2.0,D5,D6,B5,r,r,r,r,r,r
218.5,57.0,55,2.25,E5,D6,B5,r,r,r,r,r,r
219.0,57.1304,55,2.5,F#5,D6,F#5,r,r,r,r,r,r
219.5,57.2609,55,2.75,C5,D6,F#5,r,r,r,r,r,r
220.0,57.3913,56,1.0,B4,D6,G5,r,r,r,r,r,r
220.5,57.5217,56,1.25,D5,D6,G5,r,r,r,r,r,r
221.0,57.6522,56,1.5,E5,C#6,E5,r,r,r,r,r,r
221.5,57.7826,56,1.75,F#5,D6,E5,r,r,r,r,r,r
222.0,57.913,56,2.0,G5,E6,A5,r,r,r,r,r,r
222.5,58.0435,56,2.25,B5,E6,A5,r,r,r,r,r,r
223.0,58.1739,56,2.5,A5,D6,E5,r,r,r,r,r,r
223.5,58.3043,56,2.75,G5,C#6,E5,r,r,r,r,r,r
224.0,58.4348,57,1.0,F#5,D6,F#5,r,r,r,r,r,r
224.5,58.5652,57,1.25,A4,C#6,F#5,r,r,r,r,r,r
225.0,58.6957,57,1.5,B4,D6,F#5,r,r,r,r,r,r
225.5,58.8261,57,1.75,C#5,E6,F#5,r,r,r,r,r,r
226.0,58.9565,57,2.0,D5,F#6,F#5,r,r,r,r,r,r
226.5,59.087,57,2.25,E5,E6,F#5,r,r,r,r,r,r
227.0,59.2174,57,2.5,F#5,D6,F#5,r,r,r,r,r,r
227.5,59.3478,57,2.75,A4,C#6,F#5,r,r,r,r,r,r
228.0,59.4783,58,1.0,G#4,B5,F#5,r,r,r,r,r,r
228.5,59.6087,58,1.25,F#5,B5,F#5,r,r,r,r,r,r
229.0,59.7391,58,1.5,D5,D6,F#5,r,r,r,r,r,r
229.5,59.8696,58,1.75,B4,D6,F#5,r,r,r,r,r,r
230.0,60.0,58,2.0,G#4,B5,F#5,r,r,r,r,r,r
230.5,60.1304,58,2.25,D5,B5,F#5,r,r,r,r,r,r
231.0,60.2609,58,2.5,B4,G#5,F#5,r,r,r,r,r,r
231.5,60.3913,58,2.75,G#4,G#5,F#5,r,r,r,r,r,r
232.0,60.5217,59,1.0,C#4,r,E5,r,r,r,r,r,r
232.5,60.6522,59,1.25,G#4,B5,E5,r,r,r,r,r,r
233.0,60.7826,59,1.5,A4,C#6,E5,r,r,r,r,r,r
233.5,60.913,59,1.75,B4,D6,E5,r,r,r,r,r,r
234.0,61.0435,59,2.0,C#5,E6,E5,r,r,r,r,r,r
234.5,61.1739,59,2.25,D5,D6,E5,r,r,r,r,r,r
235.0,61.3043,59,2.5,E5,C#6,E5,r,r,r,r,r,r
235.5,61.4348,59,2.75,G#4,B5,E5,r,r,r,r,r,r
236.0,61.5652,60,1.0,F#4,A5,E5,r,r,r,r,r,r
236.5,61.6957,60,1.25,E5,A5,E5,r,r,r,r,r,r
237.0,61.8261,60,1.5,C#5,C#6,E5,r,r,r,r,r,r
237.5,61.9565,60,1.75,A4,C#6,E5,r,r,r,r,r,r
238.0,62.087,60,2.0,F#4,A5,E5,r,r,r,r,r,r
238.5,62.2174,60,2.25,C#5,A5,E5,r,r,r,r,r,r
239.0,62.3478,60,2.5,A4,F#5,E5,r,r,r,r,r,r
239.5,62.4783,60,2.75,F#4,F#5,E5,r,r,r,r,r,r
240.0,62.6087,61,1.0,B3,r,D5,r,r,r,r,r,r
240.5,62.7391,61,1.25,F#4,A5,D5,r,r,r,r,r,r
241.0,62.8696,61,1.5,G#4,B5,D5,r,r,r,r,r,r
241.5,63.0,61,1.75,A4,C#6,D5,r,r,r,r,r,r
242.0,63.1304,61,2.0,B4,D6,D5,r,r,r,r,r,r
242.5,63.2609,61,2.25,C#5,C#6,D5,r,r,r,r,r,r
243.0,63.3913,61,2.5,D5,B5,D5,r,r,r,r,r,r
243.5,63.5217,61,2.75,F#4,A5,D5,r,r,r,r,r,r
244.0,63.6522,62,1.0,E4,G#5,D5,r,r,r,r,r,r
244.5,63.7826,62,1.25,D5,G#5,D5,r,r,r,r,r,r
245.0,63.913,62,1.5,B4,B5,D5,r,r,r,r,r,r
245.5,64.0435,62,1.75,G#4,B5,D5,r,r,r,r,r,r
246.0,64.1739,62,2.0,E4,G#5,D5,r,r,r,r,r,r
246.5,64.3043,62,2.25,B4,G#5,D5,r,r,r,r,r,r
247.0,64.4348,62,2.5,G#4,E5,D5,r,r,r,r,r,r
247.5,64.5652,62,2.75,E4,E5,D5,r,r,r,r,r,r
248.0,64.6957,63,1.0,A3,r,C#5,r,r,r,r,r,r
248.5,64.8261,63,1.25,A3,E5,C#5,r,r,r,r,r,r
249.0,64.9565,63,1.5,E5,F#5,C#5,E5,r,r,r,r,r
249.5,65.087,63,1.75,E5,G5,C#5,E5,r,r,r,r,r
250.0,65.2174,63,2.0,F#5,A5,A5,F#5,r,r,r,r,r
251.0,65.4783,63,2.5,C#5,A5,A5,C#5,r,r,r,r,r
252.0,65.7391,64,1.0,D5,A5,A5,D5,r,r,r,r,r
253.0,66.0,64,1.5,B4,A5,A5,B4,r,r,r,r,r
254.0,66.2609,64,2.0,E5,G5,G5,E5,r,r,r,r,r
255.0,66.5217,64,2.5,B4,G5,G5,B4,r,r,r,r,r
256.0,66.7826,65,1.0,C#5,G5,G5,C#5,r,r,r,r,r
257.0,67.0435,65,1.5,A4,G5,G5,A4,A4,r,r,r,r
258.0,67.3043,65,2.0,D5,F#5,F#5,D5,B4,r,r,r,r
259.0,67.5652,65,2.5,D5,F#5,F#5,D5,F#4,r,r,r,r
260.0,67.8261,66,1.0,D5,E5,E5,D5,G4,r,r,r,r
261.0,68.087,66,1.5,D5,E5,E5,D5,E4,r,r,r,r
262.0,68.3478,66,2.0,C#5,E5,E5,C#5,A4,r,r,r,r
263.0,68.6087,66,2.5,C#5,E5,E5,C#5,E4,r,r,r,r
264.0,68.8696,67,1.0,F#5,E5,E5,F#5,F#4,r,D2,D1,D2
264.5,69.0,67,1.25,F#5,E5,E5,F#5,A4,r,D2,D1,D2
265.0,69.1304,67,1.5,F#5,E5,E5,F#5,B4,A4,D2,D1,D2
265.5,69.2609,67,1.75,F#5,E5,E5,F#5,C#5,A4,D2,D1,D2
266.0,69.3913,67,2.0,F#5,D5,D5,F#5,D5,B4,D3,D2,D3
266.5,69.5217,67,2.25,F#5,D5,D5,F#5,C#5,B4,D3,D2,D3
267.0,69.6522,67,2.5,F#5,D5,D5,F#5,B4,F#4,D3,D2,D3
267.5,69.7826,67,2.75,F#5,D5,D5,F#5,A4,F#4,D3,D2,D3
268.0,69.913,68,1.0,E5,G5,G5,E5,B4,G4,D3,D2,D3
268.5,70.0435,68,1.25,E5,G5,G5,E5,G4,G4,D3,D2,D3
269.0,70.1739,68,1.5,E5,G5,G5,E5,A4,E4,C#3,C#2,C#3
269.5,70.3043,68,1.75,E5,G5,G5,E5,B4,F#4,D3,D2,D3
270.0,70.4348,68,2.0,E5,G5,G5,E5,C#5,G4,E3,E2,E3
270.5,70.5652,68,2.25,E5,G5,G5,E5,D5,G4,E3,E2,E3
271.0,70.6957,68,2.5,E5,G5,G5,E5,E5,E4,D3,D2,D3
271.5,70.8261,68,2.75,E5,G5,G5,E5,C#5,E4,C#3,C#2,C#3
272.0,70.9565,69,1.0,E5,F#5,F#5,E5,F#5,A3,D3,D2,D3
272.5,71.087,69,1.25,E5,F#5,F#5,E5,A4,A3,D3,D2,D3
273.0,71.2174,69,1.5,E5,F#5,F#5,E5,B4,E4,A2,A1,A2
273.5,71.3478,69,1.75,E5,F#5,F#5,E5,C#5,E4,A2,A1,A2
274.0,71.4783,69,2.0,D5,F#5,F#5,D5,D5,B4,B2,B1,B2
274.5,71.6087,69,2.25,D5,F#5,F#5,D5,E5,B4,B2,B1,B2
275.0,71.7391,69,2.5,D5,F#5,F#5,D5,F#5,A4,F#2,F#1,F#2
275.5,71.8696,69,2.75,D5,F#5,F#5,D5,D5,A4,F#2,F#1,F#2
276.0,72.0,70,1.0,D5,E5,E5,D5,B4,B4,G2,G1,G2
276.5,72.1304,70,1.25,D5,E5,E5,D5,G4,B4,G2,G1,G2
277.0,72.2609,70,1.5,D5,E5,E5,D5,A4,G4,E2,E1,E2
277.5,72.3913,70,1.75,D5,E5,E5,D5,B4,F#4,E2,E1,E2
278.0,72.5217,70,2.0,C5,E5,E5,C5,C5,E4,A2,A1,A2
278.5,72.6522,70,2.25,C5,E5,E5,C5,D5,E4,A2,A1,A2
279.0,72.7826,70,2.5,C5,E5,E5,C5,E5,G4,E2,E1,E2
279.5,72.913,70,2.75,C5,E5,E5,C5,C5,G4,E2,E1,E2
280.0,73.0435,71,1.0,C5,D5,D5,C5,A4,A4,F#2,F#1,F#2
280.5,73.1739,71,1.25,C5,D5,D5,C5,A4,D4,F#2,F#1,F#2
281.0,73.3043,71,1.5,C5,D5,D5,C5,A4,E4,D3,D2,D3
281.5,73.4348,71,1.75,C5,D5,D5,C5,A4,F#4,D3,D2,D3
282.0,73.5652,71,2.0,B4,G5,G5,B4,E4,G4,E3,E2,E3
282.5,73.6957,71,2.25,B4,G5,G5,B4,E4,A4,E3,E2,E3
283.0,73.8261,71,2.5,B4,G5,G5,B4,D4,B4,B2,B1,B2
283.5,73.9565,71,2.75,B4,G5,G5,B4,D4,G4,B2,B1,B2
284.0,74.087,72,1.0,A4,G5,G5,A4,E4,E4,C#3,C#2,C#3
284.5,74.2174,72,1.25,A4,G5,G5,A4,G4,C#4,C#3,C#2,C#3
285.0,74.3478,72,1.5,A4,G5,G5,A4,F#4,E-4,A2,A1,A2
285.5,74.4783,72,1.75,A4,G5,G5,A4,E4,E4,A2,A1,A2
286.0,74.6087,72,2.0,A4,F#5,F#5,A4,B4,F#4,E-3,E-2,E-3
286.5,74.7391,72,2.25,A4,F#5,F#5,A4,B4,E-4,E-3,E-2,E-3
287.0,74.8696,72,2.5,A4,F#5,F#5,A4,B4,E4,B2,B1,B2
287.5,75.0,72,2.75,A4,F#5,F#5,A4,B4,F#4,B2,B1,B2
288.0,75.1304,73,1.0,G4,F#5,F#5,G4,B4,G4,E3,E2,E3
288.5,75.2609,73,1.25,G4,F#5,F#5,G4,B4,B3,E3,E2,E3
289.0,75.3913,73,1.5,G4,F#5,F#5,G4,A4,C#4,B2,B1,B2
289.5,75.5217,73,1.75,G4,F#5,F#5,G4,A4,E-4,B2,B1,B2
290.0,75.6522,73,2.0,G4,E5,E5,G4,G4,E4,C3,C2,C3
290.5,75.7826,73,2.25,G4,E5,E5,G4,A4,F#4,C3,C2,C3
291.0,75.913,73,2.5,G4,E5,E5,G4,B4,G4,G2,G1,G2
291.5,76.0435,73,2.75,G4,E5,E5,G4,G4,E4,G2,G1,G2
292.0,76.1739,74,1.0,F#4,E5,E5,F#4,C5,C4,A2,A1,A2
292.5,76.3043,74,1.25,F#4,E5,E5,F#4,C5,A3,A2,A1,A2
293.0,76.4348,74,1.5,F#4,E5,E5,F#4,A4,B3,F#2,F#1,F#2
293.5,76.5652,74,1.75,F#4,E5,E5,F#4,A4,C4,F#2,F#1,F#2
294.0,76.6957,74,2.0,F#4,D5,D5,F#4,F#4,D4,B2,B1,B2
294.5,76.8261,74,2.25,F#4,D5,D5,F#4,G4,E4,B2,B1,B2
295.0,76.9565,74,2.5,F#4,D5,D5,F#4,A4,F#4,F#2,F#1,F#2
295.5,77.087,74,2.75,F#4,D5,D5,F#4,F#4,D4,F#2,F#1,F#2
296.0,77.2174,75,1.0,E4,D5,D5,E4,B4,B3,G#2,G#1,G#2
296.5,77.3478,75,1.25,E4,D5,D5,E4,E4,D4,G#2,G#1,G#2
297.0,77.4783,75,1.5,E4,D5,D5,E4,F#4,C4,E3,E2,E3
297.5,77.6087,75,1.75,E4,D5,D5,E4,G#4,B3,E3,E2,E3
298.0,77.7391,75,2.0,A4,C5,C5,A4,A4,A3,F3,F2,F3
298.5,77.8696,75,2.25,A4,C5,C5,A4,B4,A3,F3,F2,F3
299.0,78.0,75,2.5,A4,C5,C5,A4,C5,E4,C3,C2,C3
299.5,78.1304,75,2.75,A4,C5,C5,A4,A4,E4,C3,C2,C3
300.0,78.2609,76,1.0,A4,B4,B4,A4,F4,F4,D3,D2,D3
300.5,78.3913,76,1.25,A4,B4,B4,A4,D4,F4,D3,D2,D3
301.0,78.5217,76,1.5,A4,B4,B4,A4,E4,D4,B2,B1,B2
301.5,78.6522,76,1.75,A4,B4,B4,A4,F4,D4,B2,B1,B2
302.0,78.7826,76,2.0,G4,B4,B4,G4,G4,B3,E3,E2,E3
302.5,78.913,76,2.25,G4,B4,B4,G4,A4,C4,E3,E2,E3
303.0,79.0435,76,2.5,G4,B4,B4,G4,B4,D4,B2,B1,B2
303.5,79.1739,76,2.75,G4,B4,B4,G4,G4,B3,B2,B1,B2
304.0,79.3043,77,1.0,G4,A4,A4,G4,E4,E4,C#3,C#2,C#3
304.5,79.4348,77,1.25,G4,A4,A4,G4,E4,G4,C#3,C#2,C#3
305.0,79.5652,77,1.5,G4,A4,A4,G4,C#5,F#4,A3,A2,A3
305.5,79.6957,77,1.75,G4,A4,A4,G4,C#5,E4,A3,A2,A3
306.0,79.8261,77,2.0,F#4,D5,D5,F#4,D5,D4,B3,B2,B3
306.5,79.9565,77,2.25,F#4,D5,D5,F#4,D5,E4,B3,B2,B3
307.0,80.087,77,2.5,F#4,D5,D5,F#4,A4,F#4,F#3,F#2,F#3
307.5,80.2174,77,2.75,F#4,D5,D5,F#4,A4,D4,F#3,F#2,F#3
308.0,80.3478,78,1.0,E4,D5,D5,E4,B4,B3,G3,G2,G3
308.5,80.4783,78,1.25,E4,D5,D5,E4,B4,G3,G3,G2,G3
309.0,80.6087,78,1.5,E4,D5,D5,E4,G4,A3,E3,E2,E3
309.5,80.7391,78,1.75,E4,D5,D5,E4,G4,B3,E3,E2,E3
310.0,80.8696,78,2.0,E4,C5,C5,E4,E4,C4,A3,A2,A3
310.5,81.0,78,2.25,E4,C5,C5,E4,F#4,D4,A3,A2,A3
311.0,81.1304,78,2.5,E4,C5,C5,E4,G4,E4,E3,E2,E3
311.5,81.2609,78,2.75,E4,C5,C5,E4,E4,C4,E3,E2,E3
312.0,81.3913,79,1.0,D5,C5,C5,D5,A4,A3,F#3,F#2,F#3
312.5,81.5217,79,1.25,D5,C5,C5,D5,C5,A4,F#3,F#2,F#3
313.0,81.6522,79,1.5,D5,C5,C5,D5,B4,G4,D3,D2,D3
313.5,81.7826,79,1.75,D5,C5,C5,D5,A4,F#4,D3,D2,D3
314.0,81.913,79,2.0,G5,B4,B4,G5,G4,G4,E3,E2,E3
314.5,82.0435,79,2.25,G5,B4,B4,G5,A4,G4,E3,E2,E3
315.0,82.1739,79,2.5,G5,B4,B4,G5,B4,D4,B2,B1,B2
315.5,82.3043,79,2.75,G5,B4,B4,G5,G4,D4,B2,B1,B2
316.0,82.4348,80,1.0,G5,A4,A4,G5,E4,E4,C3,C2,C3
316.5,82.5652,80,1.25,G5,A4,A4,G5,G4,E4,C3,C2,C3
317.0,82.6957,80,1.5,F#5,A4,A4,F#5,A4,C4,A2,A1,A2
317.5,82.8261,80,1.75,G5,A4,A4,G5,B4,C4,A2,A1,A2
318.0,82.9565,80,2.0,A5,A4,A4,A5,C5,A3,D3,D2,D3
318.5,83.087,80,2.25,A5,A4,A4,A5,E5,C4,D3,D2,D3
319.0,83.2174,80,2.5,G5,A4,A4,G5,D5,B3,A2,A1,A2
319.5,83.3478,80,2.75,F#5,A4,A4,F#5,C5,A3,A2,A1,A2
320.0,83.4783,81,1.0,G5,G4,G4,G5,B4,D4,B2,B1,B2
320.5,83.6087,81,1.25,G5,G4,G4,G5,F#4,C4,A2,A1,A2
321.0,83.7391,81,1.5,D5,G4,G4,D5,G4,B3,G2,G1,G2
321.5,83.8696,81,1.75,D5,G4,G4,D5,A4,A3,F#2,F#1,F#2
322.0,84.0,81,2.0,E5,G5,G5,E5,B4,G3,E2,E1,E2
322.5,84.1304,81,2.25,E5,G5,G5,E5,B4,A3,F#2,F#1,F#2
323.0,84.2609,81,2.5,B4,G5,G5,B4,E5,B3,G2,G1,G2
323.5,84.3913,81,2.75,B4,G5,G5,B4,D5,G3,E2,E1,E2
324.0,84.5217,82,1.0,C5,G5,G5,C5,C5,E3,A2,A1,A2
324.5,84.6522,82,1.25,C5,G5,G5,C5,D5,E3,A2,A1,A2
325.0,84.7826,82,1.5,A4,A5,A5,A4,C5,E3,A2,A1,A2
325.5,84.913,82,1.75,A4,G5,G5,A4,B4,E3,A2,A1,A2
326.0,85.0435,82,2.0,D5,F#5,F#5,D5,A4,A3,C3,C2,C3
326.5,85.1739,82,2.25,D5,G5,G5,D5,A4,A3,C3,C2,C3
327.0,85.3043,82,2.5,A4,E5,E5,A4,D5,A3,C3,C2,C3
327.5,85.4348,82,2.75,A4,F#5,F#5,A4,D5,A3,C3,C2,C3
328.0,85.5652,83,1.0,B4,G5,G5,B4,D5,G3,B2,B1,B2
328.5,85.6957,83,1.25,B4,D5,D5,B4,C5,G3,B2,B1,B2
329.0,85.8261,83,1.5,B5,E5,E5,B5,B4,G4,B2,B1,B2
329.5,85.9565,83,1.75,B5,F#5,F#5,B5,A4,F#4,B2,B1,B2
330.0,86.087,83,2.0,C6,G5,G5,C6,G4,E4,E3,E2,E3
330.5,86.2174,83,2.25,C6,A5,A5,C6,F#4,D4,E3,E2,E3
331.0,86.3478,83,2.5,G5,B5,B5,G5,E4,C4,E3,E2,E3
331.5,86.4783,83,2.75,G5,G5,G5,G5,G4,B3,E3,E2,E3
332.0,86.6087,84,1.0,A5,C6,C6,A5,F#4,A3,E3,E2,E3
332.5,86.7391,84,1.25,A5,B5,B5,A5,F#4,A3,E3,E2,E3
333.0,86.8696,84,1.5,F#5,A5,A5,F#5,A4,C4,E3,E2,E3
333.5,87.0,84,1.75,F#5,G5,G5,F#5,A4,C4,E3,E2,E3
334.0,87.1304,84,2.0,B5,F#5,F#5,B5,B4,D4,D3,D2,D3
334.5,87.2609,84,2.25,B5,B5,B5,B5,B4,D4,D3,D2,D3
335.0,87.3913,84,2.5,F#5,A5,A5,F#5,D5,F#4,D3,D2,D3
335.5,87.5217,84,2.75,F#5,B5,B5,F#5,D5,F#4,D3,D2,D3
336.0,87.6522,85,1.0,G5,E5,E5,G5,E5,B4,D3,D2,D3
336.5,87.7826,85,1.25,G5,G5,G5,G5,E5,B4,D3,D2,D3
337.0,87.913,85,1.5,E5,A5,A5,E5,E5,G4,D3,D2,D3
337.5,88.0435,85,1.75,E5,B5,B5,E5,E5,G4,D3,D2,D3
338.0,88.1739,85,2.0,A5,A5,A5,A5,E5,E4,C3,C2,C3
338.5,88.3043,85,2.25,A5,G5,G5,A5,E5,E4,C3,C2,C3
339.0,88.4348,85,2.5,A5,F#5,F#5,A5,E-5,C5,C3,C2,C3
339.5,88.5652,85,2.75,A5,E5,E5,A5,E5,C5,C3,C2,C3
340.0,88.6957,86,1.0,A5,E-5,E-5,A5,F#5,F#4,B2,B1,B2
340.5,88.8261,86,1.25,A5,E-5,E-5,A5,E-5,F#4,B2,B1,B2
341.0,88.9565,86,1.5,G5,E5,E5,G5,B4,E4,E3,E2,E3
341.5,89.087,86,1.75,A5,F#5,F#5,A5,G4,E4,E3,E2,E3
342.0,89.2174,86,2.0,F#5,E-5,E-5,F#5,B4,F#4,B3,B2,B3
343.0,89.4783,86,2.5,F#5,E-5,E-5,F#5,F#4,B4,B2,B1,B2
343.5,89.6087,86,2.75,E5,E5,E5,E5,F#4,B4,B2,B1,B2
344.0,89.7391,87,1.0,E5,E5,E5,E5,G4,B4,E3,E1,E3
344.5,89.8696,87,1.25,B4,E5,E5,E5,G4,B4,E3,E1,E3
345.0,90.0,87,1.5,E5,E5,E5,E5,G4,B4,E3,E1,E3
345.5,90.1304,87,1.75,G5,E5,E5,E5,G4,B4,E3,E1,E3
346.0,90.2609,87,2.0,B5,r,r,r,r,r,r,r,r
346.5,90.3913,87,2.25,G5,r,r,r,r,r,r,r,r
347.0,90.5217,87,2.5,F#5,r,r,r,r,r,r,r,r
347.5,90.6522,87,2.75,E5,r,r,r,r,r,r,r,r
348.0,90.7826,88,1.0,E-5,r,r,r,r,r,B3,r,B3
348.5,90.913,88,1.25,F#5,r,r,r,r,r,B3,r,B3
349.0,91.0435,88,1.5,E-5,r,r,r,r,r,B3,r,B3
349.5,91.1739,88,1.75,B4,r,r,r,r,r,B3,r,B3
350.0,91.3043,88,2.0,F#4,r,r,r,r,r,B2,r,B2
350.5,91.4348,88,2.25,A4,r,r,r,r,r,B2,r,B2
351.0,91.5652,88,2.5,G4,r,r,r,r,r,B2,r,B2
351.5,91.6957,88,2.75,F#4,r,r,r,r,r,B2,r,B2
352.0,91.8261,89,1.0,G4,r,r,r,r,r,E3,r,E3
352.5,91.9565,89,1.25,B4,r,r,r,r,r,E3,r,E3
353.0,92.087,89,1.5,E5,r,r,r,r,r,E3,r,E3
353.5,92.2174,89,1.75,G5,r,r,r,r,r,E3,r,E3
354.0,92.3478,89,2.0,B5,r,r,r,r,r,r,r,r
354.5,92.4783,89,2.25,G5,r,r,r,r,r,r,r,r
355.0,92.6087,89,2.5,F#5,r,r,r,r,r,r,r,r
355.5,92.7391,89,2.75,E5,r,r,r,r,r,r,r,r
356.0,92.8696,90,1.0,E-5,r,r,r,r,r,B3,r,B3
356.5,93.0,90,1.25,F#5,r,r,r,r,r,B3,r,B3
357.0,93.1304,90,1.5,E-5,r,r,r,r,r,B3,r,B3
357.5,93.2609,90,1.75,B4,r,r,r,r,r,B3,r,B3
358.0,93.3913,90,2.0,F#4,r,r,r,r,r,B2,r,B2
358.5,93.5217,90,2.25,A4,r,r,r,r,r,B2,r,B2
359.0,93.6522,90,2.5,G4,r,r,r,r,r,B2,r,B2
359.5,93.7826,90,2.75,F#4,r,r,r,r,r,B2,r,B2
360.0,93.913,91,1.0,G4,r,r,r,r,r,E3,r,E3
360.5,94.0435,91,1.25,E4,r,r,r,r,r,E3,r,E3
361.0,94.1739,91,1.5,G4,r,r,r,r,r,E3,r,E3
361.5,94.3043,91,1.75,B4,r,r,r,r,r,E3,r,E3
362.0,94.4348,91,2.0,E5,r,r,r,r,r,r,r,r
362.5,94.5652,91,2.25,G5,r,r,r,r,r,r,r,r
363.0,94.6957,91,2.5,B5,r,r,r,r,r,r,r,r
363.5,94.8261,91,2.75,D5,r,r,r,r,r,r,r,r
364.0,94.9565,92,1.0,C#5,r,r,r,r,r,A3,r,A3
364.5,95.087,92,1.25,E5,r,r,r,r,r,A3,r,A3
365.0,95.2174,92,1.5,C#5,r,r,r,r,r,A3,r,A3
365.5,95.3478,92,1.75,A4,r,r,r,r,r,A3,r,A3
366.0,95.4783,92,2.0,E4,r,r,r,r,r,A2,r,A2
366.5,95.6087,92,2.25,G4,r,r,r,r,r,A2,r,A2
367.0,95.7391,92,2.5,F#4,r,r,r,r,r,A2,r,A2
367.5,95.8696,92,2.75,E4,r,r,r,r,r,A2,r,A2
368.0,96.0,93,1.0,F#4,r,r,r,r,r,D3,r,D3
368.5,96.1304,93,1.25,D4,r,r,r,r,r,D3,r,D3
369.0,96.2609,93,1.5,F#4,r,r,r,r,r,D3,r,D3
369.5,96.3913,93,1.75,A4,r,r,r,r,r,D3,r,D3
370.0,96.5217,93,2.0,D5,r,r,r,r,r,r,r,r
370.5,96.6522,93,2.25,F#5,r,r,r,r,r,r,r,r
371.0,96.7826,93,2.5,A5,r,r,r,r,r,r,r,r
371.5,96.913,93,2.75,D5,r,r,r,r,r,r,r,r
372.0,97.0435,94,1.0,C#5,r,r,r,r,r,A3,A2,A3
372.5,97.1739,94,1.25,E5,r,r,r,r,r,A3,A2,A3
373.0,97.3043,94,1.5,C#5,r,r,r,r,r,A3,A2,A3
373.5,97.4348,94,1.75,A4,r,r,r,r,r,A3,A2,A3
374.0,97.5652,94,2.0,E4,r,r,r,r,r,A2,A1,A2
374.5,97.6957,94,2.25,G4,r,r,r,r,r,A2,A1,A2
375.0,97.8261,94,2.5,F#4,r,r,r,r,r,A2,A1,A2
375.5,97.9565,94,2.75,E4,r,r,r,r,r,A2,A1,A2
376.0,98.087,95,1.0,F#4,r,r,r,r,r,D3,D2,D3
376.5,98.2174,95,1.25,A4,r,r,r,r,r,D3,D2,D3
377.0,98.3478,95,1.5,F#4,r,r,F#5,C5,A4,D3,D2,D3
377.5,98.4783,95,1.75,D4,r,r,F#5,C5,A4,D3,D2,D3
378.0,98.6087,95,2.0,A4,r,r,F#5,C5,A4,r,r,r
378.25,98.6739,95,2.125,G4,r,r,F#5,C5,A4,r,r,r
378.5,98.7391,95,2.25,F#4,r,r,F#5,C5,A4,r,r,r
378.75,98.8043,95,2.375,E4,r,r,F#5,C5,A4,r,r,r
379.0,98.8696,95,2.5,D4,r,r,F#5,C5,A4,r,r,r
379.5,99.0,95,2.75,A4,r,r,F#5,C5,A4,r,r,r
380.0,99.1304,96,1.0,C4,r,r,r,r,r,D3,D2,D3
380.5,99.2609,96,1.25,A4,r,r,r,r,r,D3,D2,D3
