qstamp,tstamp,measure,beat,Principal Violin,Flute 1,Flute 2,Violin 1,Violin 2,Viola,Violoncello,Violone,Continuo
381.0,99.3913,96,1.5,F#4,r,r,F#5,C5,A4,D3,D2,D3
381.5,99.5217,96,1.75,C4,r,r,F#5,C5,A4,D3,D2,D3
382.0,99.6522,96,2.0,A4,r,r,F#5,C5,A4,D2,D1,D2
382.25,99.7174,96,2.125,G4,r,r,F#5,C5,A4,D2,D1,D2
382.5,99.7826,96,2.25,F#4,r,r,F#5,C5,A4,D2,D1,D2
382.75,99.8478,96,2.375,E4,r,r,F#5,C5,A4,D2,D1,D2
383.0,99.913,96,2.5,D4,r,r,F#5,C5,A4,D2,D1,D2
383.25,99.9783,96,2.625,C4,r,r,F#5,C5,A4,D2,D1,D2
383.5,100.0435,96,2.75,B3,r,r,F#5,C5,A4,D2,D1,D2
383.75,100.1087,96,2.875,A3,r,r,F#5,C5,A4,D2,D1,D2
384.0,100.1739,97,1.0,B3,r,r,G5,B4,G4,G2,G1,G2
384.5,100.3043,97,1.25,D5,r,r,G5,B4,G4,G2,G1,G2
385.0,100.4348,97,1.5,B4,B5,F5,r,r,r,G2,G1,G2
385.5,100.5652,97,1.75,G4,B5,F5,r,r,r,G2,G1,G2
386.0,100.6957,97,2.0,D5,B5,F5,r,r,r,r,r,r
386.25,100.7609,97,2.125,C5,B5,F5,r,r,r,r,r,r
386.5,100.8261,97,2.25,B4,B5,F5,r,r,r,r,r,r
386.75,100.8913,97,2.375,A4,B5,F5,r,r,r,r,r,r
387.0,100.9565,97,2.5,G4,B5,F5,r,r,r,r,r,r
387.5,101.087,97,2.75,D5,B5,F5,r,r,r,r,r,r
388.0,101.2174,98,1.0,F4,r,r,r,r,r,G3,r,G3
388.5,101.3478,98,1.25,D5,r,r,r,r,r,G3,r,G3
389.0,101.4783,98,1.5,B4,B5,F5,r,r,r,G3,r,G3
389.5,101.6087,98,1.75,F4,B5,F5,r,r,r,G3,r,G3
390.0,101.7391,98,2.0,D5,B5,F5,r,r,r,G2,r,G2
390.25,101.8043,98,2.125,C5,B5,F5,r,r,r,G2,r,G2
390.5,101.8696,98,2.25,B4,B5,F5,r,r,r,G2,r,G2
390.75,101.9348,98,2.375,A4,B5,F5,r,r,r,G2,r,G2
391.0,102.0,98,2.5,G4,B5,F5,r,r,r,G2,r,G2
391.25,102.0652,98,2.625,F4,B5,F5,r,r,r,G2,r,G2
391.5,102.1304,98,2.75,E4,B5,F5,r,r,r,G2,r,G2
391.75,102.1957,98,2.875,D4,B5,F5,r,r,r,G2,r,G2
392.0,102.2609,99,1.0,E4,B5,E5,r,r,r,G#2,G#1,G#2
392.5,102.3913,99,1.25,B4,B5,E5,r,r,r,G#2,G#1,G#2
393.0,102.5217,99,1.5,G#4,B5,E5,D5,B4,E4,G#2,G#1,G#2
393.5,102.6522,99,1.75,E4,B5,E5,D5,B4,E4,G#2,G#1,G#2
394.0,102.7826,99,2.0,B4,r,r,D5,B4,E4,r,r,r
394.25,102.8478,99,2.125,A4,r,r,D5,B4,E4,r,r,r
394.5,102.913,99,2.25,G#4,r,r,D5,B4,E4,r,r,r
394.75,102.9783,99,2.375,F#4,r,r,D5,B4,E4,r,r,r
395.0,103.0435,99,2.5,E4,B5,E5,D5,B4,E4,r,r,r
395.5,103.1739,99,2.75,B4,B5,E5,D5,B4,E4,r,r,r
396.0,103.3043,100,1.0,D4,B5,E5,r,r,r,G#2,G#1,G#2
396.5,103.4348,100,1.25,B4,B5,E5,r,r,r,G#2,G#1,G#2
397.0,103.5652,100,1.5,G#4,B5,E5,D5,B4,E4,G#2,G#1,G#2
397.5,103.6957,100,1.75,D4,B5,E5,D5,B4,E4,G#2,G#1,G#2
398.0,103.8261,100,2.0,B4,r,r,D5,G#4,E4,E2,E1,E2
398.25,103.8913,100,2.125,A4,r,r,D5,G#4,E4,E2,E1,E2
398.5,103.9565,100,2.25,G#4,r,r,D5,G#4,E4,E2,E1,E2
398.75,104.0217,100,2.375,F#4,r,r,D5,G#4,E4,E2,E1,E2
399.0,104.087,100,2.5,E4,B5,E5,D5,B4,E4,E2,E1,E2
399.25,104.1522,100,2.625,D4,B5,E5,D5,B4,E4,E2,E1,E2
399.5,104.2174,100,2.75,C4,B5,E5,D5,B4,E4,E2,E1,E2
399.75,104.2826,100,2.875,B3,B5,E5,D5,B4,E4,E2,E1,E2
400.0,104.3478,101,1.0,C4,A5,E5,C5,r,E4,A2,A1,A2
400.25,104.413,101,1.125,E4,A5,E5,C5,r,E4,A2,A1,A2
400.5,104.4783,101,1.25,F#4,A5,E5,C5,r,E4,A2,A1,A2
400.75,104.5435,101,1.375,G#4,A5,E5,C5,r,E4,A2,A1,A2
401.0,104.6087,101,1.5,A4,A5,E5,C5,r,E4,B2,r,B2
401.25,104.6739,101,1.625,B4,A5,E5,C5,r,E4,B2,r,B2
401.5,104.7391,101,1.75,C5,A5,E5,C5,r,E4,B2,r,B2
401.75,104.8043,101,1.875,D5,A5,E5,C5,r,E4,B2,r,B2
402.0,104.8696,101,2.0,E5,r,r,r,r,r,C3,r,C3
402.25,104.9348,101,2.125,F5,r,r,r,r,r,C3,r,C3
402.5,105.0,101,2.25,E5,r,r,r,r,r,C3,r,C3
402.75,105.0652,101,2.375,D5,r,r,r,r,r,C3,r,C3
403.0,105.1304,101,2.5,C5,r,r,r,r,r,A2,r,A2
403.25,105.1957,101,2.625,B4,r,r,r,r,r,A2,r,A2
403.5,105.2609,101,2.75,A4,r,r,r,r,r,A2,r,A2
403.75,105.3261,101,2.875,G4,r,r,r,r,r,A2,r,A2
404.0,105.3913,102,1.0,F#4,r,r,r,r,r,E-3,r,E-3
404.25,105.4565,102,1.125,E4,r,r,r,r,r,E-3,r,E-3
404.5,105.5217,102,1.25,E-4,r,r,r,r,r,E-3,r,E-3
404.75,105.587,102,1.375,E4,r,r,r,r,r,E-3,r,E-3
405.0,105.6522,102,1.5,F#4,r,r,r,r,r,C#3,r,C#3
405.25,105.7174,102,1.625,G4,r,r,r,r,r,C#3,r,C#3
405.5,105.7826,102,1.75,A4,r,r,r,r,r,C#3,r,C#3
405.75,105.8478,102,1.875,B4,r,r,r,r,r,C#3,r,C#3
406.0,105.913,102,2.0,C5,r,r,r,r,r,E-3,r,E-3
406.25,105.9783,102,2.125,E-5,r,r,r,r,r,E-3,r,E-3
406.5,106.0435,102,2.25,E5,r,r,r,r,r,E-3,r,E-3
406.75,106.1087,102,2.375,F#5,r,r,r,r,r,E-3,r,E-3
407.0,106.1739,102,2.5,E5,r,r,r,r,r,B2,r,B2
407.25,106.2391,102,2.625,E-5,r,r,r,r,r,B2,r,B2
407.5,106.3043,102,2.75,C#5,r,r,r,r,r,B2,r,B2
407.75,106.3696,102,2.875,B4,r,r,r,r,r,B2,r,B2
408.0,106.4348,103,1.0,G5,r,r,r,r,r,E3,r,E3
408.25,106.5,103,1.125,E4,r,r,r,r,r,E3,r,E3
408.5,106.5652,103,1.25,F#4,r,r,r,r,r,E3,r,E3
408.75,106.6304,103,1.375,G4,r,r,r,r,r,E3,r,E3
409.0,106.6957,103,1.5,A4,r,r,r,r,r,F#3,r,F#3
409.25,106.7609,103,1.625,B4,r,r,r,r,r,F#3,r,F#3
409.5,106.8261,103,1.75,C5,r,r,r,r,r,F#3,r,F#3
409.75,106.8913,103,1.875,D5,r,r,r,r,r,F#3,r,F#3
410.0,106.9565,103,2.0,E5,r,r,r,r,r,G3,r,G3
410.25,107.0217,103,2.125,F#5,r,r,r,r,r,G3,r,G3
410.5,107.087,103,2.25,G5,r,r,r,r,r,G3,r,G3
410.75,107.1522,103,2.375,F#5,r,r,r,r,r,G3,r,G3
411.0,107.2174,103,2.5,E5,r,r,r,r,r,C4,r,C4
411.25,107.2826,103,2.625,D5,r,r,r,r,r,C4,r,C4
411.5,107.3478,103,2.75,C5,r,r,r,r,r,C4,r,C4
411.75,107.413,103,2.875,B4,r,r,r,r,r,C4,r,C4
412.0,107.4783,104,1.0,A4,r,r,r,r,r,F#3,r,F#3
412.25,107.5435,104,1.125,F#4,r,r,r,r,r,F#3,r,F#3
412.5,107.6087,104,1.25,G4,r,r,r,r,r,F#3,r,F#3
412.75,107.6739,104,1.375,A4,r,r,r,r,r,F#3,r,F#3
413.0,107.7391,104,1.5,B4,r,r,r,r,r,G3,r,G3
413.25,107.8043,104,1.625,C5,r,r,r,r,r,G3,r,G3
413.5,107.8696,104,1.75,D5,r,r,r,r,r,G3,r,G3
413.75,107.9348,104,1.875,E5,r,r,r,r,r,G3,r,G3
414.0,108.0,104,2.0,F#5,r,r,r,r,r,A3,r,A3
414.25,108.0652,104,2.125,G5,r,r,r,r,r,A3,r,A3
414.5,108.1304,104,2.25,A5,r,r,r,r,r,A3,r,A3
414.75,108.1957,104,2.375,G5,r,r,r,r,r,A3,r,A3
415.0,108.2609,104,2.5,F#5,r,r,r,r,r,D4,r,D4
415.25,108.3261,104,2.625,E5,r,r,r,r,r,D4,r,D4
415.5,108.3913,104,2.75,D5,r,r,r,r,r,D4,r,D4
415.75,108.4565,104,2.875,C5,r,r,r,r,r,D4,r,D4
416.0,108.5217,105,1.0,B4,r,r,D4,r,r,G3,r,G3
416.25,108.587,105,1.125,D5,r,r,D4,r,r,G3,r,G3
416.5,108.6522,105,1.25,E5,r,r,D4,r,r,G3,r,G3
416.75,108.7174,105,1.375,F#5,r,r,D4,r,r,G3,r,G3
417.0,108.7826,105,1.5,G5,r,r,D4,r,r,G3,r,G3
417.25,108.8478,105,1.625,A5,r,r,D4,r,r,G3,r,G3
417.5,108.913,105,1.75,B5,r,r,D4,r,r,G3,r,G3
417.75,108.9783,105,1.875,C6,r,r,D4,r,r,G3,r,G3
418.0,109.0435,105,2.0,D6,r,r,D5,r,r,B2,r,B2
418.25,109.1087,105,2.125,C6,r,r,D5,r,r,B2,r,B2
418.5,109.1739,105,2.25,B5,r,r,D5,r,r,B2,r,B2
418.75,109.2391,105,2.375,A5,r,r,D5,r,r,B2,r,B2
419.0,109.3043,105,2.5,G5,r,r,D5,r,r,B2,r,B2
419.25,109.3696,105,2.625,F#5,r,r,D5,r,r,B2,r,B2
419.5,109.4348,105,2.75,E5,r,r,D5,r,r,B2,r,B2
419.75,109.5,105,2.875,D5,r,r,D5,r,r,B2,r,B2
420.0,109.5652,106,1.0,E5,r,r,D5,G3,r,C3,r,C3
420.25,109.6304,106,1.125,E5,r,r,D5,G3,r,C3,r,C3
420.5,109.6957,106,1.25,E5,r,r,D5,G3,r,C3,r,C3
420.75,109.7609,106,1.375,E5,r,r,D5,G3,r,C3,r,C3
421.0,109.8261,106,1.5,E5,r,r,B4,G3,r,C3,r,C3
421.25,109.8913,106,1.625,E5,r,r,B4,G3,r,C3,r,C3
421.5,109.9565,106,1.75,E5,r,r,C5,G3,r,C3,r,C3
421.75,110.0217,106,1.875,E5,r,r,C5,G3,r,C3,r,C3
422.0,110.087,106,2.0,E5,r,r,D5,G4,r,r,r,r
422.25,110.1522,106,2.125,D6,r,r,D5,G4,r,r,r,r
422.5,110.2174,106,2.25,E5,r,r,D5,G4,r,r,r,r
422.75,110.2826,106,2.375,D6,r,r,D5,G4,r,r,r,r
423.0,110.3478,106,2.5,E5,r,r,C5,G4,r,r,r,r
423.25,110.413,106,2.625,D6,r,r,C5,G4,r,r,r,r
423.5,110.4783,106,2.75,E5,r,r,B4,G4,r,r,r,r
423.75,110.5435,106,2.875,D6,r,r,B4,G4,r,r,r,r
424.0,110.6087,107,1.0,E5,r,r,C5,G4,r,A2,r,A2
424.25,110.6739,107,1.125,E5,r,r,C5,G4,r,A2,r,A2
424.5,110.7391,107,1.25,E5,r,r,C5,G4,r,A2,r,A2
424.75,110.8043,107,1.375,E5,r,r,C5,G4,r,A2,r,A2
425.0,110.8696,107,1.5,E5,r,r,G4,E4,r,A2,r,A2
425.25,110.9348,107,1.625,E5,r,r,G4,E4,r,A2,r,A2
425.5,111.0,107,1.75,E5,r,r,G4,F#4,r,A2,r,A2
425.75,111.0652,107,1.875,E5,r,r,G4,F#4,r,A2,r,A2
426.0,111.1304,107,2.0,E5,r,r,C5,G4,r,r,r,r
426.25,111.1957,107,2.125,C6,r,r,C5,G4,r,r,r,r
426.5,111.2609,107,2.25,E5,r,r,C5,G4,r,r,r,r
426.75,111.3261,107,2.375,C6,r,r,C5,G4,r,r,r,r
427.0,111.3913,107,2.5,E5,r,r,C5,F#4,r,r,r,r
427.25,111.4565,107,2.625,C6,r,r,C5,F#4,r,r,r,r
427.5,111.5217,107,2.75,E5,r,r,C5,E4,r,r,r,r
427.75,111.587,107,2.875,C6,r,r,C5,E4,r,r,r,r
428.0,111.6522,108,1.0,D5,r,r,C5,F#4,r,D2,r,D2
428.25,111.7174,108,1.125,E5,r,r,C5,F#4,r,D2,r,D2
428.5,111.7826,108,1.25,D5,r,r,C5,F#4,r,D2,r,D2
428.75,111.8478,108,1.375,E5,r,r,C5,F#4,r,D2,r,D2
429.0,111.913,108,1.5,D5,r,r,A4,C5,r,D2,r,D2
429.25,111.9783,108,1.625,E5,r,r,A4,C5,r,D2,r,D2
429.5,112.0435,108,1.75,D5,r,r,B4,C5,r,D2,r,D2
429.75,112.1087,108,1.875,E5,r,r,B4,C5,r,D2,r,D2
430.0,112.1739,108,2.0,D5,r,r,C5,F#4,r,r,r,r
430.25,112.2391,108,2.125,C6,r,r,C5,F#4,r,r,r,r
430.5,112.3043,108,2.25,D5,r,r,C5,F#4,r,r,r,r
430.75,112.3696,108,2.375,C6,r,r,C5,F#4,r,r,r,r
431.0,112.4348,108,2.5,D5,r,r,B4,F#4,r,r,r,r
431.25,112.5,108,2.625,C6,r,r,B4,F#4,r,r,r,r
431.5,112.5652,108,2.75,D5,r,r,A4,F#4,r,r,r,r
431.75,112.6304,108,2.875,C6,r,r,A4,F#4,r,r,r,r
432.0,112.6957,109,1.0,D5,r,r,B4,F4,r,G2,r,G2
432.25,112.7609,109,1.125,E5,r,r,B4,F4,r,G2,r,G2
432.5,112.8261,109,1.25,D5,r,r,B4,F4,r,G2,r,G2
432.75,112.8913,109,1.375,E5,r,r,B4,F4,r,G2,r,G2
433.0,112.9565,109,1.5,D5,r,r,F5,D4,r,G2,r,G2
433.25,113.0217,109,1.625,E5,r,r,F5,D4,r,G2,r,G2
433.5,113.087,109,1.75,D5,r,r,F5,E4,r,G2,r,G2
433.75,113.1522,109,1.875,E5,r,r,F5,E4,r,G2,r,G2
434.0,113.2174,109,2.0,D5,r,r,B4,F4,r,r,r,r
434.25,113.2826,109,2.125,B5,r,r,B4,F4,r,r,r,r
434.5,113.3478,109,2.25,D5,r,r,B4,F4,r,r,r,r
434.75,113.413,109,2.375,B5,r,r,B4,F4,r,r,r,r
435.0,113.4783,109,2.5,D5,r,r,B4,E4,r,r,r,r
435.25,113.5435,109,2.625,B5,r,r,B4,E4,r,r,r,r
435.5,113.6087,109,2.75,D5,r,r,B4,D4,r,r,r,r
435.75,113.6739,109,2.875,B5,r,r,B4,D4,r,r,r,r
436.0,113.7391,110,1.0,C5,r,r,B4,E4,r,C2,r,C2
436.25,113.8043,110,1.125,E5,r,r,B4,E4,r,C2,r,C2
436.5,113.8696,110,1.25,C5,r,r,B4,E4,r,C2,r,C2
436.75,113.9348,110,1.375,E5,r,r,B4,E4,r,C2,r,C2
437.0,114.0,110,1.5,C5,r,r,G#4,B4,r,C2,r,C2
437.25,114.0652,110,1.625,E5,r,r,G#4,B4,r,C2,r,C2
437.5,114.1304,110,1.75,C5,r,r,A4,B4,r,C2,r,C2
437.75,114.1957,110,1.875,E5,r,r,A4,B4,r,C2,r,C2
438.0,114.2609,110,2.0,C5,r,r,B4,E4,r,r,r,r
438.25,114.3261,110,2.125,A5,r,r,B4,E4,r,r,r,r
438.5,114.3913,110,2.25,C5,r,r,B4,E4,r,r,r,r
438.75,114.4565,110,2.375,A5,r,r,B4,E4,r,r,r,r
439.0,114.5217,110,2.5,C5,r,r,A4,E4,r,r,r,r
439.25,114.587,110,2.625,A5,r,r,A4,E4,r,r,r,r
439.5,114.6522,110,2.75,C5,r,r,G#4,E4,r,r,r,r
439.75,114.7174,110,2.875,A5,r,r,G#4,E4,r,r,r,r
440.0,114.7826,111,1.0,C5,r,r,A4,E4,r,C3,r,C3
440.25,114.8478,111,1.125,E5,r,r,A4,E4,r,C3,r,C3
440.5,114.913,111,1.25,C5,r,r,A4,E4,r,C3,r,C3
440.75,114.9783,111,1.375,E5,r,r,A4,E4,r,C3,r,C3
441.0,115.0435,111,1.5,C5,r,r,E4,C4,r,C3,r,C3
441.25,115.1087,111,1.625,E5,r,r,E4,C4,r,C3,r,C3
441.5,115.1739,111,1.75,C5,r,r,E4,D4,r,C3,r,C3
441.75,115.2391,111,1.875,E5,r,r,E4,D4,r,C3,r,C3
442.0,115.3043,111,2.0,C5,r,r,A4,E4,r,A2,r,A2
442.25,115.3696,111,2.125,A5,r,r,A4,E4,r,A2,r,A2
442.5,115.4348,111,2.25,C5,r,r,A4,E4,r,A2,r,A2
442.75,115.5,111,2.375,A5,r,r,A4,E4,r,A2,r,A2
443.0,115.5652,111,2.5,C5,r,r,A4,D4,r,A2,r,A2
443.25,115.6304,111,2.625,A5,r,r,A4,D4,r,A2,r,A2
443.5,115.6957,111,2.75,C5,r,r,A4,C4,r,A2,r,A2
443.75,115.7609,111,2.875,A5,r,r,A4,C4,r,A2,r,A2
444.0,115.8261,112,1.0,B4,r,r,A4,B3,r,E3,r,E3
444.25,115.8913,112,1.125,E5,r,r,A4,B3,r,E3,r,E3
444.5,115.9565,112,1.25,B4,r,r,A4,B3,r,E3,r,E3
444.75,116.0217,112,1.375,E5,r,r,A4,B3,r,E3,r,E3
445.0,116.087,112,1.5,B4,r,r,F#4,E-4,r,E3,r,E3
445.25,116.1522,112,1.625,E5,r,r,F#4,E-4,r,E3,r,E3
445.5,116.2174,112,1.75,B4,r,r,G4,E4,r,E3,r,E3
445.75,116.2826,112,1.875,E5,r,r,G4,E4,r,E3,r,E3
446.0,116.3478,112,2.0,B4,r,r,A4,F#4,r,E2,r,E2
446.25,116.413,112,2.125,A5,r,r,A4,F#4,r,E2,r,E2
446.5,116.4783,112,2.25,B4,r,r,A4,F#4,r,E2,r,E2
446.75,116.5435,112,2.375,A5,r,r,A4,F#4,r,E2,r,E2
447.0,116.6087,112,2.5,B4,r,r,G4,E4,r,E2,r,E2
447.25,116.6739,112,2.625,A5,r,r,G4,E4,r,E2,r,E2
447.5,116.7391,112,2.75,B4,r,r,F#4,E-4,r,E2,r,E2
447.75,116.8043,112,2.875,A5,r,r,F#4,E-4,r,E2,r,E2
448.0,116.8696,113,1.0,B4,r,r,G4,E4,r,E3,r,E3
448.25,116.9348,113,1.125,E5,r,r,G4,E4,r,E3,r,E3
448.5,117.0,113,1.25,B4,r,r,G4,E4,r,E3,r,E3
448.75,117.0652,113,1.375,E5,r,r,G4,E4,r,E3,r,E3
449.0,117.1304,113,1.5,B4,r,r,G4,E4,r,F#3,r,F#3
449.25,117.1957,113,1.625,E5,r,r,G4,E4,r,F#3,r,F#3
449.5,117.2609,113,1.75,B4,r,r,G4,E4,r,F#3,r,F#3
449.75,117.3261,113,1.875,E5,r,r,G4,E4,r,F#3,r,F#3
450.0,117.3913,113,2.0,B4,r,r,r,r,r,E3,r,E3
450.25,117.4565,113,2.125,G5,r,r,r,r,r,E3,r,E3
450.5,117.5217,113,2.25,B4,r,r,r,r,r,E3,r,E3
450.75,117.587,113,2.375,G5,r,r,r,r,r,E3,r,E3
451.0,117.6522,113,2.5,B4,r,r,r,r,r,D3,r,D3
451.25,117.7174,113,2.625,G5,r,r,r,r,r,D3,r,D3
451.5,117.7826,113,2.75,B4,r,r,r,r,r,D3,r,D3
451.75,117.8478,113,2.875,G5,r,r,r,r,r,D3,r,D3
452.0,117.913,114,1.0,A4,r,r,r,r,r,C#3,r,C#3
452.25,117.9783,114,1.125,A4,r,r,r,r,r,C#3,r,C#3
452.5,118.0435,114,1.25,A4,r,r,r,r,r,C#3,r,C#3
452.75,118.1087,114,1.375,A4,r,r,r,r,r,C#3,r,C#3
453.0,118.1739,114,1.5,A4,r,r,r,r,r,B2,r,B2
453.25,118.2391,114,1.625,A4,r,r,r,r,r,B2,r,B2
453.5,118.3043,114,1.75,A4,r,r,r,r,r,B2,r,B2
453.75,118.3696,114,1.875,A4,r,r,r,r,r,B2,r,B2
454.0,118.4348,114,2.0,A4,r,r,r,r,r,C#3,r,C#3
454.25,118.5,114,2.125,G5,r,r,r,r,r,C#3,r,C#3
454.5,118.5652,114,2.25,A4,r,r,r,r,r,C#3,r,C#3
454.75,118.6304,114,2.375,G5,r,r,r,r,r,C#3,r,C#3
455.0,118.6957,114,2.5,A4,r,r,r,r,r,A2,r,A2
455.25,118.7609,114,2.625,G5,r,r,r,r,r,A2,r,A2
455.5,118.8261,114,2.75,A4,r,r,r,r,r,A2,r,A2
455.75,118.8913,114,2.875,G5,r,r,r,r,r,A2,r,A2
456.0,118.9565,115,1.0,A4,r,r,r,r,r,E-3,r,E-3
456.25,119.0217,115,1.125,A4,r,r,r,r,r,E-3,r,E-3
456.5,119.087,115,1.25,A4,r,r,r,r,r,E-3,r,E-3
456.75,119.1522,115,1.375,A4,r,r,r,r,r,E-3,r,E-3
457.0,119.2174,115,1.5,A4,r,r,r,r,r,C#3,r,C#3
457.25,119.2826,115,1.625,A4,r,r,r,r,r,C#3,r,C#3
457.5,119.3478,115,1.75,A4,r,r,r,r,r,C#3,r,C#3
457.75,119.413,115,1.875,A4,r,r,r,r,r,C#3,r,C#3
458.0,119.4783,115,2.0,A4,r,r,r,r,r,E-3,r,E-3
458.25,119.5435,115,2.125,F#5,r,r,r,r,r,E-3,r,E-3
458.5,119.6087,115,2.25,A4,r,r,r,r,r,E-3,r,E-3
458.75,119.6739,115,2.375,F#5,r,r,r,r,r,E-3,r,E-3
459.0,119.7391,115,2.5,A4,r,r,r,r,r,B2,r,B2
459.25,119.8043,115,2.625,F#5,r,r,r,r,r,B2,r,B2
459.5,119.8696,115,2.75,A4,r,r,r,r,r,B2,r,B2
459.75,119.9348,115,2.875,F#5,r,r,r,r,r,B2,r,B2
460.0,120.0,116,1.0,G4,r,r,r,r,r,E3,r,E3
460.25,120.0652,116,1.125,A4,r,r,r,r,r,E3,r,E3
460.5,120.1304,116,1.25,G4,r,r,r,r,r,E3,r,E3
460.75,120.1957,116,1.375,A4,r,r,r,r,r,E3,r,E3
461.0,120.2609,116,1.5,G4,r,r,r,r,r,B3,r,B3
461.25,120.3261,116,1.625,A4,r,r,r,r,r,B3,r,B3
461.5,120.3913,116,1.75,G4,r,r,r,r,r,B3,r,B3
461.75,120.4565,116,1.875,A4,r,r,r,r,r,B3,r,B3
462.0,120.5217,116,2.0,G4,r,r,r,r,r,E4,r,E4
462.25,120.587,116,2.125,F#5,r,r,r,r,r,E4,r,E4
462.5,120.6522,116,2.25,G4,r,r,r,r,r,E4,r,E4
462.75,120.7174,116,2.375,F#5,r,r,r,r,r,E4,r,E4
463.0,120.7826,116,2.5,G4,r,r,r,r,r,D4,r,D4
463.25,120.8478,116,2.625,F#5,r,r,r,r,r,D4,r,D4
463.5,120.913,116,2.75,G4,r,r,r,r,r,D4,r,D4
463.75,120.9783,116,2.875,F#5,r,r,r,r,r,D4,r,D4
464.0,121.0435,117,1.0,G4,r,r,r,r,r,C4,r,C4
464.25,121.1087,117,1.125,A4,r,r,r,r,r,C4,r,C4
464.5,121.1739,117,1.25,G4,r,r,r,r,r,C4,r,C4
464.75,121.2391,117,1.375,A4,r,r,r,r,r,C4,r,C4
465.0,121.3043,117,1.5,G4,r,r,r,r,r,B3,r,B3
465.25,121.3696,117,1.625,A4,r,r,r,r,r,B3,r,B3
465.5,121.4348,117,1.75,G4,r,r,r,r,r,B3,r,B3
465.75,121.5,117,1.875,A4,r,r,r,r,r,B3,r,B3
466.0,121.5652,117,2.0,G4,r,r,r,r,r,A3,r,A3
466.25,121.6304,117,2.125,E5,r,r,r,r,r,A3,r,A3
466.5,121.6957,117,2.25,G4,r,r,r,r,r,A3,r,A3
466.75,121.7609,117,2.375,E5,r,r,r,r,r,A3,r,A3
467.0,121.8261,117,2.5,G4,r,r,r,r,r,G3,r,G3
467.25,121.8913,117,2.625,E5,r,r,r,r,r,G3,r,G3
467.5,121.9565,117,2.75,G4,r,r,r,r,r,G3,r,G3
467.75,122.0217,117,2.875,E5,r,r,r,r,r,G3,r,G3
468.0,122.087,118,1.0,F#4,r,r,r,r,r,A3,r,A3
468.25,122.1522,118,1.125,A4,r,r,r,r,r,A3,r,A3
468.5,122.2174,118,1.25,F#4,r,r,r,r,r,A3,r,A3
468.75,122.2826,118,1.375,A4,r,r,r,r,r,A3,r,A3
469.0,122.3478,118,1.5,F#4,r,r,r,r,r,G3,r,G3
469.25,122.413,118,1.625,A4,r,r,r,r,r,G3,r,G3
469.5,122.4783,118,1.75,F#4,r,r,r,r,r,G3,r,G3
