qstamp,tstamp,measure,beat,Principal Violin,Flute 1,Flute 2,Violin 1,Violin 2,Viola,Violoncello,Violone,Continuo
469.75,122.5435,118,1.875,A4,r,r,r,r,r,G3,r,G3
470.0,122.6087,118,2.0,F#4,r,r,r,r,r,A3,r,A3
470.25,122.6739,118,2.125,E5,r,r,r,r,r,A3,r,A3
470.5,122.7391,118,2.25,F#4,r,r,r,r,r,A3,r,A3
470.75,122.8043,118,2.375,E5,r,r,r,r,r,A3,r,A3
471.0,122.8696,118,2.5,F#4,r,r,r,r,r,F#3,r,F#3
471.25,122.9348,118,2.625,E5,r,r,r,r,r,F#3,r,F#3
471.5,123.0,118,2.75,F#4,r,r,r,r,r,F#3,r,F#3
471.75,123.0652,118,2.875,E5,r,r,r,r,r,F#3,r,F#3
472.0,123.1304,119,1.0,F#4,r,r,r,r,r,B3,r,B3
472.25,123.1957,119,1.125,A4,r,r,r,r,r,B3,r,B3
472.5,123.2609,119,1.25,F#4,r,r,r,r,r,B3,r,B3
472.75,123.3261,119,1.375,A4,r,r,r,r,r,B3,r,B3
473.0,123.3913,119,1.5,F#4,r,r,r,r,r,C4,r,C4
473.25,123.4565,119,1.625,A4,r,r,r,r,r,C4,r,C4
473.5,123.5217,119,1.75,F#4,r,r,r,r,r,C4,r,C4
473.75,123.587,119,1.875,A4,r,r,r,r,r,C4,r,C4
474.0,123.6522,119,2.0,F#4,r,r,r,r,r,B3,r,B3
474.25,123.7174,119,2.125,E-5,r,r,r,r,r,B3,r,B3
474.5,123.7826,119,2.25,F#4,r,r,r,r,r,B3,r,B3
474.75,123.8478,119,2.375,E-5,r,r,r,r,r,B3,r,B3
475.0,123.913,119,2.5,F#4,r,r,r,r,r,A3,r,A3
475.25,123.9783,119,2.625,E-5,r,r,r,r,r,A3,r,A3
475.5,124.0435,119,2.75,F#4,r,r,r,r,r,A3,r,A3
475.75,124.1087,119,2.875,E-5,r,r,r,r,r,A3,r,A3
476.0,124.1739,120,1.0,E4,r,r,r,r,r,G#3,r,G#3
476.5,124.3043,120,1.25,B5,r,r,r,r,r,G#3,r,G#3
477.0,124.4348,120,1.5,G#5,r,r,r,r,r,G#3,r,G#3
477.5,124.5652,120,1.75,E5,r,r,r,r,r,G#3,r,G#3
478.0,124.6957,120,2.0,F5,r,r,r,r,r,r,r,r
478.5,124.8261,120,2.25,D5,r,r,r,r,r,r,r,r
479.0,124.9565,120,2.5,B4,r,r,r,r,r,r,r,r
479.5,125.087,120,2.75,D5,r,r,r,r,r,r,r,r
480.0,125.2174,121,1.0,C5,r,r,r,r,r,r,r,r
480.5,125.3478,121,1.25,A5,r,r,r,r,r,r,r,r
481.0,125.4783,121,1.5,E5,r,r,r,r,r,A3,r,A3
481.5,125.6087,121,1.75,C5,r,r,r,r,r,A3,r,A3
482.0,125.7391,121,2.0,E5,r,r,r,r,r,A3,r,A3
482.5,125.8696,121,2.25,C5,r,r,r,r,r,A3,r,A3
483.0,126.0,121,2.5,G4,r,r,r,r,r,A3,r,A3
483.5,126.1304,121,2.75,B-4,r,r,r,r,r,A3,r,A3
484.0,126.2609,122,1.0,A4,r,r,r,r,r,r,r,r
484.5,126.3913,122,1.25,F5,r,r,r,r,r,r,r,r
485.0,126.5217,122,1.5,C5,r,r,r,r,r,A3,r,A3
485.5,126.6522,122,1.75,A4,r,r,r,r,r,A3,r,A3
486.0,126.7826,122,2.0,C5,r,r,r,r,r,A3,r,A3
486.5,126.913,122,2.25,A4,r,r,r,r,r,A3,r,A3
487.0,127.0435,122,2.5,E4,r,r,r,r,r,A3,r,A3
487.5,127.1739,122,2.75,G4,r,r,r,r,r,A3,r,A3
488.0,127.3043,123,1.0,F4,r,r,r,r,r,r,r,r
488.5,127.4348,123,1.25,A3,r,r,r,r,r,r,r,r
489.0,127.5652,123,1.5,C4,r,r,r,r,r,A3,r,A3
489.5,127.6957,123,1.75,E4,r,r,r,r,r,A3,r,A3
490.0,127.8261,123,2.0,A4,r,r,r,r,r,A3,r,A3
490.5,127.9565,123,2.25,C5,r,r,r,r,r,A3,r,A3
491.0,128.087,123,2.5,A4,r,r,r,r,r,A3,r,A3
491.5,128.2174,123,2.75,F4,r,r,r,r,r,A3,r,A3
492.0,128.3478,124,1.0,E-4,r,r,r,r,r,A3,r,A3
492.5,128.4783,124,1.25,F#4,r,r,r,r,r,A3,r,A3
493.0,128.6087,124,1.5,A4,r,r,r,r,r,F#3,r,F#3
493.5,128.7391,124,1.75,C5,r,r,r,r,r,F#3,r,F#3
494.0,128.8696,124,2.0,F#5,r,r,r,r,r,E-3,r,E-3
494.5,129.0,124,2.25,B4,r,r,r,r,r,E-3,r,E-3
495.0,129.1304,124,2.5,C5,r,r,r,r,r,B2,r,B2
495.5,129.2609,124,2.75,A4,r,r,r,r,r,B2,r,B2
496.0,129.3913,125,1.0,G4,r,r,r,r,r,E3,r,E3
496.5,129.5217,125,1.25,E4,r,r,r,r,r,E3,r,E3
497.0,129.6522,125,1.5,G4,r,r,r,r,r,E3,r,E3
497.5,129.7826,125,1.75,B4,r,r,r,r,r,E3,r,E3
498.0,129.913,125,2.0,E-5,r,r,r,r,r,r,r,r
498.5,130.0435,125,2.25,E5,r,r,r,r,r,r,r,r
499.0,130.1739,125,2.5,G5,r,r,r,r,r,E3,r,E3
499.5,130.3043,125,2.75,B-5,r,r,r,r,r,F#3,r,F#3
500.0,130.4348,126,1.0,B5,r,r,r,r,r,G3,r,G3
501.0,130.6957,126,1.5,E5,r,r,r,r,r,A3,r,A3
502.0,130.9565,126,2.0,B4,r,r,r,r,r,B3,r,B3
503.0,131.2174,126,2.5,E-5,r,r,r,r,r,B2,r,B2
504.0,131.4783,127,1.0,E5,r,r,B4,r,r,E3,r,E3
505.0,131.7391,127,1.5,B4,r,r,B4,r,r,E4,r,E4
505.5,131.8696,127,1.75,B4,r,r,B4,r,r,D4,r,D4
506.0,132.0,127,2.0,E5,r,r,E5,r,r,C4,r,C4
506.5,132.1304,127,2.25,E5,r,r,E5,E4,r,C4,r,C4
507.0,132.2609,127,2.5,E5,r,r,E5,E-4,r,B3,r,B3
507.5,132.3913,127,2.75,E5,r,r,E5,E4,r,B3,r,B3
508.0,132.5217,128,1.0,E5,r,r,E5,F#4,r,A3,r,A3
508.5,132.6522,128,1.25,E5,r,r,E5,E4,r,A3,r,A3
509.0,132.7826,128,1.5,E-5,r,r,E-5,F#4,r,F#3,r,F#3
509.5,132.913,128,1.75,E5,r,r,E5,G4,r,F#3,r,F#3
510.0,133.0435,128,2.0,F#5,r,r,F#5,A4,r,B3,r,B3
510.5,133.1739,128,2.25,F#5,r,r,F#5,G4,r,B3,r,B3
511.0,133.3043,128,2.5,E5,r,r,E5,A4,r,B2,r,B2
511.5,133.4348,128,2.75,E-5,r,r,E-5,F#4,r,B2,r,B2
512.0,133.5652,129,1.0,E5,r,r,E5,E4,r,E2,E1,E2
512.5,133.6957,129,1.25,E5,r,r,E5,A4,C5,E2,E1,E2
513.0,133.8261,129,1.5,B4,r,r,B4,G4,B4,E2,E1,E2
513.5,133.9565,129,1.75,B4,r,r,B4,F#4,A4,E2,E1,E2
514.0,134.087,129,2.0,C5,r,r,C5,E4,G4,E2,E1,E2
514.5,134.2174,129,2.25,C5,r,r,C5,E4,F#4,E2,E1,E2
515.0,134.3478,129,2.5,G4,r,r,G4,E5,E4,E2,E1,E2
515.5,134.4783,129,2.75,G4,r,r,G4,E5,D4,E2,E1,E2
516.0,134.6087,130,1.0,A4,r,r,A4,E5,C4,F#2,F#1,F#2
516.5,134.7391,130,1.25,A4,r,r,A4,E5,B3,F#2,F#1,F#2
517.0,134.8696,130,1.5,F#4,r,r,F#4,F#5,A3,F#2,F#1,F#2
517.5,135.0,130,1.75,F#4,r,r,F#4,E5,G3,F#2,F#1,F#2
518.0,135.1304,130,2.0,B4,r,r,B4,E-5,F#3,A2,A1,A2
518.5,135.2609,130,2.25,B4,r,r,B4,E5,G3,A2,A1,A2
519.0,135.3913,130,2.5,F#4,r,r,F#4,C#5,A3,A2,A1,A2
519.5,135.5217,130,2.75,F#4,r,r,F#4,E-5,B3,A2,A1,A2
520.0,135.6522,131,1.0,G4,E5,E5,G4,E5,G3,G2,G1,G2
520.5,135.7826,131,1.25,A4,E5,E5,A4,E5,G3,G2,G1,G2
521.0,135.913,131,1.5,B4,E5,E5,B4,E-5,A3,G3,G2,G3
521.5,136.0435,131,1.75,C#5,E5,E5,C#5,C#5,A3,A3,A2,A3
522.0,136.1739,131,2.0,D5,B5,B5,D5,B4,B3,G3,G2,G3
522.5,136.3043,131,2.25,C#5,B5,B5,C#5,B4,B3,G3,G2,G3
523.0,136.4348,131,2.5,D5,B5,B5,D5,F#5,A3,F#3,F#2,F#3
523.5,136.5652,131,2.75,B4,B5,B5,B4,F#5,A3,F#3,F#2,F#3
524.0,136.6957,132,1.0,C#5,B5,B5,C#5,G5,G3,E3,E2,E3
524.5,136.8261,132,1.25,B4,B5,B5,B4,G5,G3,E3,E2,E3
525.0,136.9565,132,1.5,C#5,B-5,B-5,C#5,E5,G4,C#3,C#2,C#3
525.5,137.087,132,1.75,D5,B5,B5,D5,E5,G4,C#3,C#2,C#3
526.0,137.2174,132,2.0,E5,C#6,C#6,E5,C#5,F#4,F#3,F#2,F#3
526.5,137.3478,132,2.25,D5,C#6,C#6,D5,C#5,F#4,F#3,F#2,F#3
527.0,137.4783,132,2.5,E5,B5,B5,E5,F#5,C#4,F#2,F#1,F#2
527.5,137.6087,132,2.75,C#5,B-5,B-5,C#5,F#5,C#4,F#2,F#1,F#2
528.0,137.7391,133,1.0,D5,B5,B5,D5,F#5,B3,B2,B1,B2
528.5,137.8696,133,1.25,E5,B5,B5,E5,G5,B3,B2,B1,B2
529.0,138.0,133,1.5,D5,F#5,F#5,D5,F#5,B3,B2,B1,B2
529.5,138.1304,133,1.75,C#5,F#5,F#5,C#5,E5,B3,B2,B1,B2
530.0,138.2609,133,2.0,B4,G5,G5,B4,D5,B3,B2,B1,B2
530.5,138.3913,133,2.25,B4,G5,G5,B4,C#5,B3,B2,B1,B2
531.0,138.5217,133,2.5,B5,D5,D5,B5,B4,B3,B2,B1,B2
531.5,138.6522,133,2.75,B5,D5,D5,B5,A4,B3,B2,B1,B2
532.0,138.7826,134,1.0,B5,E5,E5,B5,G4,C#4,r,r,r
532.5,138.913,134,1.25,B5,E5,E5,B5,F#4,C#4,r,r,r
533.0,139.0435,134,1.5,C#6,C#5,C#5,C#6,E4,C#4,r,r,r
533.5,139.1739,134,1.75,B5,C#5,C#5,B5,D4,C#4,r,r,r
534.0,139.3043,134,2.0,B-5,F#5,F#5,B-5,C#4,E4,r,r,r
534.5,139.4348,134,2.25,B5,F#5,F#5,B5,D4,E4,r,r,r
535.0,139.5652,134,2.5,G#5,C#5,C#5,G#5,E4,E4,r,r,r
535.5,139.6957,134,2.75,B-5,C#5,C#5,B-5,F#4,E4,r,r,r
536.0,139.8261,135,1.0,B5,E-5,E-5,B5,B3,E-4,B2,B1,B2
536.5,139.9565,135,1.25,C6,E-5,E-5,C6,B3,E-4,B2,B1,B2
537.0,140.087,135,1.5,B5,F#5,F#5,B5,B4,E-4,B2,B1,B2
537.5,140.2174,135,1.75,A5,F#5,F#5,A5,B4,E-4,B2,B1,B2
538.0,140.3478,135,2.0,G5,G5,G5,G5,B4,E4,E3,E2,E3
538.5,140.4783,135,2.25,F#5,G5,G5,F#5,B4,E4,E3,E2,E3
539.0,140.6087,135,2.5,E5,B5,B5,E5,G4,E4,E3,E2,E3
539.5,140.7391,135,2.75,D5,B5,B5,D5,G4,E4,E3,E2,E3
540.0,140.8696,136,1.0,C5,A5,A5,C5,C5,F#4,E3,E2,E3
540.5,141.0,136,1.25,B4,A5,A5,B4,C5,F#4,E3,E2,E3
541.0,141.1304,136,1.5,A4,C6,C6,A4,C5,A4,E-3,E-2,E-3
541.5,141.2609,136,1.75,G4,C6,C6,G4,C5,A4,E3,E2,E3
542.0,141.3913,136,2.0,F#4,E-5,E-5,F#4,B4,A4,F#3,F#2,F#3
542.5,141.5217,136,2.25,G4,E-5,E-5,G4,B4,A4,F#3,F#2,F#3
543.0,141.6522,136,2.5,A4,F#5,F#5,A4,B4,F#4,E3,E2,E3
543.5,141.7826,136,2.75,B4,F#5,F#5,B4,B4,F#4,E-3,E-2,E-3
544.0,141.913,137,1.0,G4,B4,B4,G4,B4,G4,E3,E2,E3
544.5,142.0435,137,1.25,A4,B4,B4,A4,C5,G4,E3,E2,E3
545.0,142.1739,137,1.5,B4,E-5,E-5,B4,B4,F#4,B2,B1,B2
545.5,142.3043,137,1.75,G4,E-5,E-5,G4,A4,F#4,B2,B1,B2
546.0,142.4348,137,2.0,E4,E5,E5,E4,G4,E4,C3,C2,C3
546.5,142.5652,137,2.25,E4,E5,E5,E4,B4,E4,C3,C2,C3
547.0,142.6957,137,2.5,E4,E5,E5,E4,E5,B4,G2,G1,G2
547.5,142.8261,137,2.75,E4,E5,E5,E4,D5,B4,G2,G1,G2
548.0,142.9565,138,1.0,F#5,E5,E5,F#5,C5,A4,A2,A1,A2
548.5,143.087,138,1.25,F#5,E5,E5,F#5,B4,B4,A2,A1,A2
549.0,143.2174,138,1.5,F#5,E5,E5,F#5,A4,C5,F#2,F#1,F#2
549.5,143.3478,138,1.75,F#5,E5,E5,F#5,G4,C5,F#2,F#1,F#2
550.0,143.4783,138,2.0,F#5,E5,E5,F#5,F#4,B4,B2,B1,B2
550.5,143.6087,138,2.25,F#5,E5,E5,F#5,E4,C5,B2,B1,B2
551.0,143.7391,138,2.5,F#5,E5,E5,F#5,D4,D5,B2,B1,B2
551.5,143.8696,138,2.75,F#5,E5,E5,F#5,C4,D5,B2,B1,B2
552.0,144.0,139,1.0,G#5,D5,D5,G#5,B3,E5,E2,E1,E2
552.5,144.1304,139,1.25,G#5,D5,D5,G#5,B3,D5,E2,E1,E2
553.0,144.2609,139,1.5,G#5,D5,D5,G#5,E4,C5,E3,E2,E3
553.5,144.3913,139,1.75,G#5,D5,D5,G#5,E4,B4,E3,E2,E3
554.0,144.5217,139,2.0,A5,C5,C5,A5,A4,A4,F3,F2,F3
554.5,144.6522,139,2.25,A5,C5,C5,A5,A4,G4,F3,F2,F3
555.0,144.7826,139,2.5,A5,C5,C5,A5,C5,F4,C3,C2,C3
555.5,144.913,139,2.75,A5,C5,C5,A5,C5,E4,C3,C2,C3
556.0,145.0435,140,1.0,A5,B5,B5,A5,F5,D4,D3,D2,D3
556.5,145.1739,140,1.25,A5,B5,B5,A5,E5,D4,D3,D2,D3
557.0,145.3043,140,1.5,A5,B5,B5,A5,D5,F4,B2,B1,B2
557.5,145.4348,140,1.75,A5,B5,B5,A5,C5,F4,B2,B1,B2
558.0,145.5652,140,2.0,G5,B5,B5,G5,B4,G4,E3,E2,E3
558.5,145.6957,140,2.25,G5,B5,B5,G5,A4,G4,E3,E2,E3
559.0,145.8261,140,2.5,G5,B5,B5,G5,G4,B4,E2,E1,E2
559.5,145.9565,140,2.75,G5,B5,B5,G5,F#4,B4,E2,E1,E2
560.0,146.087,141,1.0,G5,C#6,C#6,G5,E4,A4,A2,A1,A2
560.5,146.2174,141,1.25,G5,C#6,C#6,G5,E4,G4,A2,A1,A2
561.0,146.3478,141,1.5,G5,C#6,C#6,G5,A4,F#4,A3,A2,A3
561.5,146.4783,141,1.75,G5,C#6,C#6,G5,A4,E4,A3,A2,A3
562.0,146.6087,141,2.0,F#5,D6,D6,F#5,D5,D4,B3,B2,B3
562.5,146.7391,141,2.25,F#5,D6,D6,F#5,D5,C4,B3,B2,B3
563.0,146.8696,141,2.5,F#5,D6,D6,F#5,F#5,B3,F#3,F#2,F#3
563.5,147.0,141,2.75,F#5,D6,D6,F#5,F#5,A3,F#3,F#2,F#3
564.0,147.1304,142,1.0,E5,D6,D6,E5,B4,G3,G3,G2,G3
564.5,147.2609,142,1.25,E5,D6,D6,E5,A4,G3,G3,G2,G3
565.0,147.3913,142,1.5,E5,D6,D6,E5,G4,B3,E3,E2,E3
565.5,147.5217,142,1.75,E5,D6,D6,E5,F#4,B3,E3,E2,E3
566.0,147.6522,142,2.0,E5,C#6,C#6,E5,E4,C#4,A3,A2,A3
566.5,147.7826,142,2.25,E5,C#6,C#6,E5,F#4,C#4,A3,A2,A3
567.0,147.913,142,2.5,E5,C#6,C#6,E5,G#4,E4,A2,A1,A2
567.5,148.0435,142,2.75,E5,C#6,C#6,E5,A4,E4,A2,A1,A2
568.0,148.1739,143,1.0,F5,B5,B5,F5,B4,G#4,G#2,G#1,G#2
568.5,148.3043,143,1.25,F5,B5,B5,F5,B4,B4,G#2,G#1,G#2
569.0,148.4348,143,1.5,F5,B5,B5,F5,F4,A4,C#3,C#2,C#3
569.5,148.5652,143,1.75,F5,B5,B5,F5,F4,G#4,C#3,C#2,C#3
570.0,148.6957,143,2.0,F#5,A5,A5,F#5,A4,F#4,D3,D2,D3
570.5,148.8261,143,2.25,F#5,A5,A5,F#5,A4,E4,D3,D2,D3
571.0,148.9565,143,2.5,F#5,A5,A5,F#5,C#5,D4,A2,A1,A2
571.5,149.087,143,2.75,F#5,A5,A5,F#5,C#5,C#4,A2,A1,A2
572.0,149.2174,144,1.0,F#5,G#5,G#5,F#5,D5,B3,B2,B1,B2
572.5,149.3478,144,1.25,F#5,G#5,G#5,F#5,C#5,B3,B2,B1,B2
573.0,149.4783,144,1.5,F#5,G#5,G#5,F#5,B4,D4,G#2,G#1,G#2
573.5,149.6087,144,1.75,F#5,G#5,G#5,F#5,A4,D4,G#2,G#1,G#2
574.0,149.7391,144,2.0,E5,G#5,G#5,E5,G#4,E4,C#3,C#2,C#3
574.5,149.8696,144,2.25,E5,G#5,G#5,E5,F#4,E4,C#3,C#2,C#3
575.0,150.0,144,2.5,E5,G#5,G#5,E5,E4,G#4,C#2,C#2,C#2
575.5,150.1304,144,2.75,E5,G#5,G#5,E5,D4,G#4,C#2,C#2,C#2
576.0,150.2609,145,1.0,E5,B-5,B-5,E5,C#4,F#4,F#2,F#1,F#2
576.5,150.3913,145,1.25,E5,B-5,B-5,E5,C#4,E4,F#2,F#1,F#2
577.0,150.5217,145,1.5,E5,B-5,B-5,E5,F#4,D4,F#3,F#2,F#3
577.5,150.6522,145,1.75,E5,B-5,B-5,E5,F#4,C#4,F#3,F#2,F#3
578.0,150.7826,145,2.0,D5,B5,B5,D5,B4,B3,G3,G2,G3
578.5,150.913,145,2.25,D5,B5,B5,D5,B4,A3,G3,G2,G3
579.0,151.0435,145,2.5,D5,B5,B5,D5,D5,G3,D3,D2,D3
579.5,151.1739,145,2.75,D5,B5,B5,D5,D5,F#3,D3,D2,D3
580.0,151.3043,146,1.0,C#5,B5,B5,C#5,G5,E3,E3,E2,E3
580.5,151.4348,146,1.25,C#5,B5,B5,C#5,F#5,E3,E3,E2,E3
581.0,151.5652,146,1.5,C#5,B5,B5,C#5,E5,E4,C#3,C#2,C#3
581.5,151.6957,146,1.75,C#5,B5,B5,C#5,D5,E4,C#3,C#2,C#3
582.0,151.8261,146,2.0,C#5,B-5,B-5,C#5,C#5,E4,F#3,F#2,F#3
582.5,151.9565,146,2.25,C#5,B-5,B-5,C#5,B4,E4,F#3,F#2,F#3
583.0,152.087,146,2.5,C#5,C#6,C#6,C#5,B-4,C#4,E3,E2,E3
583.5,152.2174,146,2.75,C#5,C#6,C#6,C#5,C#5,C#4,E3,E2,E3
584.0,152.3478,147,1.0,C#5,F#5,F#5,C#5,F#5,F#4,D3,D2,D3
584.5,152.4783,147,1.25,C#5,F#5,F#5,C#5,F#5,G4,D3,D2,D3
585.0,152.6087,147,1.5,C#5,F#5,F#5,C#5,B-4,F#4,C#3,C#2,C#3
585.5,152.7391,147,1.75,C#5,F#5,F#5,C#5,B-4,E4,C#3,C#2,C#3
586.0,152.8696,147,2.0,B4,F#5,F#5,B4,B4,D4,D3,D2,D3
586.5,153.0,147,2.25,B4,F#5,F#5,B4,B4,E4,D3,D2,D3
587.0,153.1304,147,2.5,D5,F#5,F#5,D5,B4,F#4,B2,B1,B2
587.5,153.2609,147,2.75,D5,F#5,F#5,D5,B4,D4,B2,B1,B2
588.0,153.3913,148,1.0,G#4,F#5,E5,G#4,B4,B3,E3,E2,E3
588.5,153.5217,148,1.25,G#4,F#5,E5,G#4,C#5,B3,E3,E2,E3
589.0,153.6522,148,1.5,D5,F#5,G5,D5,B4,B3,D3,D2,D3
589.5,153.7826,148,1.75,D5,F#5,G5,D5,A4,B3,D3,D2,D3
590.0,153.913,148,2.0,C#5,E5,C#5,C#5,G#4,C#4,E3,E2,E3
590.5,154.0435,148,2.25,C#5,E5,C#5,C#5,B-4,C#4,E3,E2,E3
591.0,154.1739,148,2.5,B4,G5,G5,B4,B4,C#4,C#3,C#2,C#3
591.5,154.3043,148,2.75,B4,G5,G5,B4,G#4,C#4,C#3,C#2,C#3
592.0,154.4348,149,1.0,B-4,C#5,C#5,B-4,B-4,C#4,F#3,F#2,F#3
592.5,154.5652,149,1.25,B-4,C#5,C#5,B-4,G#4,C#4,F#3,F#2,F#3
593.0,154.6957,149,1.5,B4,G5,G5,B4,F#4,D4,E3,E2,E3
593.5,154.8261,149,1.75,B4,G5,G5,B4,G#4,E4,E3,E2,E3
594.0,154.9565,149,2.0,C#5,F#5,F#5,C#5,B-4,F#4,D3,D2,D3
594.5,155.087,149,2.25,C#5,F#5,F#5,C#5,B4,F#4,D3,D2,D3
595.0,155.2174,149,2.5,C#5,E5,E5,C#5,C#5,F#4,C#3,C#2,C#3
595.5,155.3478,149,2.75,C#5,E5,E5,C#5,B-4,F#4,C#3,C#2,C#3
596.0,155.4783,150,1.0,C#5,D5,D5,C#5,F#4,F#4,B2,B1,B2
596.5,155.6087,150,1.25,C#5,D5,D5,C#5,F#4,G4,B2,B1,B2
597.0,155.7391,150,1.5,C#5,E5,E5,C#5,F#4,F#4,C#3,C#2,C#3
597.5,155.8696,150,1.75,C#5,E5,E5,C#5,F#4,E4,C#3,C#2,C#3
598.0,156.0,150,2.0,B4,F#5,F#5,B4,F#4,D4,D3,D2,D3
598.5,156.1304,150,2.25,B4,F#5,F#5,B4,F#4,C#4,D3,D2,D3
599.0,156.2609,150,2.5,B4,G5,G5,B4,F#4,B3,E3,E2,E3
599.5,156.3913,150,2.75,B4,G5,G5,B4,F#4,C#4,E3,E2,E3
600.0,156.5217,151,1.0,B4,D5,D5,B4,F#4,D4,F#3,F#2,F#3
600.5,156.6522,151,1.25,B4,D5,D5,B4,F#4,E4,F#3,F#2,F#3
601.0,156.7826,151,1.5,B4,D5,D5,B4,B3,F#4,E3,E2,E3
601.5,156.913,151,1.75,B4,D5,D5,B4,B3,G4,E3,E2,E3
602.0,157.0435,151,2.0,B-4,C#5,C#5,B-4,F#4,C#4,F#3,F#2,F#3
602.5,157.1739,151,2.25,B-4,C#5,C#5,B-4,F#4,D4,F#3,F#2,F#3
603.0,157.3043,151,2.5,B-4,C#5,C#5,B-4,F#4,E4,F#2,F#1,F#2
603.5,157.4348,151,2.75,B-4,C#5,C#5,B-4,F#4,F#4,F#2,F#1,F#2
604.0,157.5652,152,1.0,B4,B4,B4,B4,F#4,D4,B2,B1,B2
604.5,157.6957,152,1.25,B5,B4,B4,B4,F#4,D4,B2,B1,B2
605.0,157.8261,152,1.5,F#5,B4,B4,B4,F#4,D4,B2,B1,B2
605.5,157.9565,152,1.75,D5,B4,B4,B4,F#4,D4,B2,B1,B2
606.0,158.087,152,2.0,B4,B5,D5,r,r,r,r,r,r
606.5,158.2174,152,2.25,F#5,B5,D5,r,r,r,r,r,r
607.0,158.3478,152,2.5,D5,B5,D5,F#5,D5,B3,r,r,r
607.5,158.4783,152,2.75,B4,B5,D5,F#5,D5,B3,r,r,r
608.0,158.6087,153,1.0,E4,B5,D5,G#5,B4,E4,r,r,r
609.0,158.8696,153,1.5,B5,G#5,B4,B5,B4,E4,E3,E2,E3
609.5,159.0,153,1.75,B5,A5,C5,B5,B4,E4,E3,E2,E3
610.0,159.1304,153,2.0,E5,B5,D5,E5,r,r,D3,D2,D3
611.0,159.3913,153,2.5,G#5,A5,C5,G#5,B4,E4,E3,E2,E3
611.5,159.5217,153,2.75,G#5,G#5,B4,G#5,B4,E4,E3,E2,E3
612.0,159.6522,154,1.0,A4,A5,C5,A5,C5,E4,A2,A1,A2
612.5,159.7826,154,1.25,A5,A5,C5,A5,C5,E4,A2,A1,A2
613.0,159.913,154,1.5,E5,A5,C5,A5,C5,E4,A2,A1,A2
613.5,160.0435,154,1.75,C5,A5,C5,A5,C5,E4,A2,A1,A2
614.0,160.1739,154,2.0,A4,A5,C5,r,r,r,r,r,r
614.5,160.3043,154,2.25,E5,A5,C5,r,r,r,r,r,r
615.0,160.4348,154,2.5,C5,A5,C5,E5,C5,A3,r,r,r
615.5,160.5652,154,2.75,A4,A5,C5,E5,C5,A3,r,r,r
616.0,160.6957,155,1.0,D4,A5,C5,F#5,A4,D4,r,r,r
617.0,160.9565,155,1.5,A5,F#5,A4,A5,A4,D4,D3,D2,D3
617.5,161.087,155,1.75,A5,G5,B4,A5,A4,D4,D3,D2,D3
618.0,161.2174,155,2.0,D5,A5,C5,D5,r,r,C3,C2,C3
619.0,161.4783,155,2.5,F#5,G5,B4,F#5,A4,D4,D3,D2,D3
619.5,161.6087,155,2.75,F#5,F#5,A4,F#5,A4,D4,D3,D2,D3
620.0,161.7391,156,1.0,G4,G5,B4,G5,B4,D4,G2,G1,G2
620.5,161.8696,156,1.25,G5,G5,B4,G5,B4,D4,G2,G1,G2
621.0,162.0,156,1.5,D5,G5,B4,G5,B4,D4,G2,G1,G2
621.5,162.1304,156,1.75,B4,G5,B4,G5,B4,D4,G2,G1,G2
622.0,162.2609,156,2.0,G4,G5,B4,r,r,r,r,r,r
622.5,162.3913,156,2.25,D5,G5,B4,r,r,r,r,r,r
623.0,162.5217,156,2.5,B4,G5,B4,D5,B4,G4,r,r,r
